"Provider Number",Network,"Facility Name","Address Line 1",City,State,Zip,County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Offers in-center hemodialysis","Certification or Recertification Date",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
232714,11,"DAVITA ALGER HEIGHTS DIALYSIS","705 28TH ST SE","GRAND RAPIDS",MI,49548,KENT,Profit,DAVITA,20,TRUE,9/28/16,42.913044,-85.649077,1,rooftop,705,"28th St SE",,,"Grand Rapids",MI,"Kent County",49548,US,Kent
232642,11,"MACOMB REGIONAL DIALYSIS CENTER","16151 19 MILE RD","CLINTON TOWNSHIP",MI,48038,MACOMB,Profit,"GREENFIELD HEALTH SYSTEMS",20,TRUE,1/25/08,42.613864,-82.960148,1,rooftop,16151,"19 Mile Rd",,,"Clinton Township",MI,"Macomb County",48038,US,Semcog
232702,11,"DAVITA OAKWOOD RENAL SERVICES","18100 OAKWOOD BLVD STE 206",DEARBORN,MI,48124,WAYNE,Profit,DAVITA,18,TRUE,7/1/14,42.291791,-83.210626,1,range_interpolation,18100,"Oakwood Blvd",Ste,206,Dearborn,MI,"Wayne County",48124,US,"TIGER/Line® dataset from the US Census Bureau"
252539,8,"DAVITA RENAL CARE OF LEXINGTON","22579 DEPOT STREET",LEXINGTON,MS,39095,HOLMES,Profit,DAVITA,22,TRUE,9/17/93,33.112772,-90.050392,0.6,street_center,,"State Hwy 12",,,Lexington,MS,"Holmes County",39095,US,"TIGER/Line® dataset from the US Census Bureau"
252525,8,"RCG MCCOMB","1404 WHITE STREET",MCCOMB,MS,39648,PIKE,Profit,"FRESENIUS MEDICAL CARE",32,TRUE,4/10/89,31.253237,-90.469728,1,range_interpolation,1404,"White St",,,McComb,MS,"Pike County",39648,US,"TIGER/Line® dataset from the US Census Bureau"
252563,8,"FMC NORTH GULFPORT","2525 33RD STREET",GULFPORT,MS,39501,HARRISON,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,10/11/00,30.390573,-89.094255,1,rooftop,2525,"33rd St",,,Gulfport,MS,"Harrison County",39501,US,"City of Gulfport"
252587,8,"HATTIESBURG CLINIC PA","6855 LINCOLN ROAD EXT",HATTIESBURG,MS,39402,LAMAR,Profit,INDEPENDENT,14,TRUE,10/26/16,31.30411,-89.335813,0.6,street_center,,"Lincoln Rd",,,Hattiesburg,MS,"Forrest County",39402,US,"TIGER/Line® dataset from the US Census Bureau"
252545,8,"RCG HOLLY SPRINGS","1325 HIGHWAY 4 EAST","HOLLY SPRINGS",MS,38635,MARSHALL,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,6/8/94,34.707079,-89.497302,1,range_interpolation,1325,"MS 4",,,"Holly Springs",MS,"Marshall County",38635,US,"TIGER/Line® dataset from the US Census Bureau"
252559,8,"TYLERTOWN DIALYSIS","4820 PLAZA DRIVE",TYLERTOWN,MS,39667,WALTHALL,Profit,INDEPENDENT,20,TRUE,1/10/00,31.175558,-90.090824,0.33,place,,,,,Tylertown,MS,"Walthall County",39667,US,"TIGER/Line® dataset from the US Census Bureau"
252592,8,"RENAL CARE GROUP TUPELO, LLC","1031 S MADISON ST",TUPELO,MS,38801,LEE,Profit,"FRESENIUS MEDICAL CARE",14,TRUE,12/20/18,34.238405,-88.713562,1,range_interpolation,1031,"S Madison St",,,Tupelo,MS,"Lee County",38801,US,"TIGER/Line® dataset from the US Census Bureau"
252558,8,"COLLINS DIALYSIS","15 COVINGTON RIDGE PLACE",COLLINS,MS,39428,COVINGTON,Profit,INDEPENDENT,21,TRUE,8/20/99,31.630358,-89.555663,0.6,street_center,,"Covington Ridge Pl",,,Collins,MS,"Covington County",39428,US,"TIGER/Line® dataset from the US Census Bureau"
252511,8,"RCG OXFORD  (YOKNA RIVER)","1760 BARRON STREET",OXFORD,MS,38655,LAFAYETTE,Profit,"FRESENIUS MEDICAL CARE",28,TRUE,3/1/82,34.341904,-89.510744,1,range_interpolation,1760,"Barron St",,,Oxford,MS,"Lafayette County",38655,US,"TIGER/Line® dataset from the US Census Bureau"
252573,8,"RCG BELZONI","16451 U.S. HIGHWAY 49",BELZONI,MS,39038,HUMPHREYS,Profit,"FRESENIUS MEDICAL CARE",9,TRUE,3/30/09,33.166782,-90.498992,0.6,street_center,,"State Hwy 12",,,Belzoni,MS,"Humphreys County",39038,US,"TIGER/Line® dataset from the US Census Bureau"
252530,8,"RCG ABERDEEN  (BLUE BLUFF)","308 HIGHWAY 8 WEST",ABERDEEN,MS,39730,MONROE,Profit,"FRESENIUS MEDICAL CARE",32,TRUE,5/24/91,33.840125,-88.578009,1,range_interpolation,308,"Hwy 8 W",,,Aberdeen,MS,"Monroe County",39730,US,"TIGER/Line® dataset from the US Census Bureau"
252502,8,"HATTIESBURG CLINIC DIALYSIS","5909 HWY 49",HATTIESBURG,MS,39402,FORREST,Profit,INDEPENDENT,60,TRUE,9/1/76,31.310225,-89.320328,1,rooftop,5909,"Hwy 49",,,Hattiesburg,MS,"Forrest County",39402,US,"City of Hattiesburg"
252586,8,"RENAL CARE GROUP TUPELO, LLC","1612 WEST CHURCH HILL ROAD","WEST POINT",MS,39773,CLAY,Profit,"FRESENIUS MEDICAL CARE",14,TRUE,11/10/16,33.592419,-88.637846,0.5,street_center,,"E Church Hill Rd",,,"West Point",MS,"Clay County",39773,US,"TIGER/Line® dataset from the US Census Bureau"
252591,8,"RCG OXFORD HOME THERAPIES, LLC","1306 BELK BLVD",OXFORD,MS,38655,LAFAYETTE,Profit,"FRESENIUS MEDICAL CARE",0,FALSE,5/24/18,34.347017,-89.516869,1,range_interpolation,1306,"Belk Blvd",,,Oxford,MS,"Lafayette County",38655,US,"TIGER/Line® dataset from the US Census Bureau"
252524,8,"FMC SOUTHWEST JACKSON","1856 HOSPITAL DRIVE",JACKSON,MS,39204,HINDS,Profit,"FRESENIUS MEDICAL CARE",29,TRUE,2/24/88,32.283076,-90.253445,1,rooftop,1856,"Hospital Dr",,,Jackson,MS,"Hinds County",39204,US,Hinds
252540,8,"FMC GULFPORT S. MS KIDNEY CTR","4300 A WEST RAILROAD STREET",GULFPORT,MS,39501,HARRISON,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,10/26/93,30.363917,-89.112839,0.9,rooftop,4300,"W Railroad St",,,Gulfport,MS,"Harrison County",39501,US,"City of Gulfport"
252579,8,"NORTH GULFPORT HOME PROGRAM, LLC","3301 25TH AVENUE",GULFPORT,MS,39501,HARRISON,Profit,"FRESENIUS MEDICAL CARE",0,FALSE,10/29/14,30.390526,-89.093672,1,rooftop,3301,"25th Ave",,,Gulfport,MS,"Harrison County",39501,US,"City of Gulfport"
252568,8,"LAKELAND HOME PROGRAM, LLC","209 MAR LYN DRIVE",BRANDON,MS,39042,RANKIN,Profit,"FRESENIUS MEDICAL CARE",36,TRUE,3/14/03,32.282311,-90.030604,1,rooftop,209,"Mar Lyn Dr",,,Brandon,MS,"Rankin County",39042,US,Rankin
252506,8,"RCG BROOKHAVEN","534 IRBY DRIVE",BROOKHAVEN,MS,39601,LINCOLN,Profit,"FRESENIUS MEDICAL CARE",32,TRUE,11/13/78,31.563224,-90.470661,0.33,place,,,,,Brookhaven,MS,"Lincoln County",39601,US,"TIGER/Line® dataset from the US Census Bureau"
252553,8,"FMC HAZLEHURST","232-A NORTH CALDWELL DRIVE",HAZLEHURST,MS,39083,COPIAH,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,3/6/98,31.864256,-90.396346,0.7,range_interpolation,232,"Caldwell Dr",,,Hazlehurst,MS,"Copiah County",39083,US,"TIGER/Line® dataset from the US Census Bureau"
252535,8,"DAVITA JACKSON SOUTH DIALYSIS","1015  I-20 FRONTAGE RD",JACKSON,MS,39204,HINDS,Profit,DAVITA,35,TRUE,8/31/92,32.274902,-90.197914,1,rooftop,1015,"Highway 20",,,Jackson,MS,"Hinds County",39204,US,Hinds
252519,8,"DAVITA OCEAN SPRINGS DIALYSIS","13150 PONCE DE LEON RD","OCEAN SPRINGS",MS,39564,JACKSON,Profit,DAVITA,17,TRUE,11/1/82,30.436228,-88.828931,1,rooftop,13150,"Ponce De Leon Dr",,,"Ocean Springs",MS,"Jackson County",39564,US,Jackson
252538,8,"RCG STARKVILLE","111 EUDORA WELTY DRIVE",STARKVILLE,MS,39759,OKTIBBEHA,Profit,"FRESENIUS MEDICAL CARE",25,TRUE,7/16/93,33.45726,-88.849677,1,range_interpolation,111,"Eudora Welty Dr",,,Starkville,MS,"Oktibbeha County",39759,US,"TIGER/Line® dataset from the US Census Bureau"
252575,8,"DRG HOME THERAPIES","1005 MAIN STREET",FAYETTE,MS,39069,JEFFERSON,Profit,INDEPENDENT,1,FALSE,1/20/12,31.723241,-91.058554,0.9,range_interpolation,1005,"Main St",,,Fayette,MS,"Jefferson County",39069,US,"TIGER/Line® dataset from the US Census Bureau"
252571,8,"DRG FAYETTE","225 COMMUNITY DRIVE",FAYETTE,MS,39069,JEFFERSON,Profit,INDEPENDENT,8,TRUE,4/24/08,31.731988,-91.056503,0.33,place,,,,,Fayette,MS,"Jefferson County",39069,US,"TIGER/Line® dataset from the US Census Bureau"
252548,8,"FMC KOSCIUSKO","107 RIDGEWOOD CIRCLE",KOSCIUSKO,MS,39090,ATTALA,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,4/1/95,33.06817,-89.598903,1,range_interpolation,107,"Ridgewood Cir",,,Kosciusko,MS,"Attala County",39090,US,"TIGER/Line® dataset from the US Census Bureau"
252542,8,"RCG INDIANOLA","627 HIGHWAY 82 WEST",INDIANOLA,MS,38751,SUNFLOWER,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,5/16/94,33.45701,-90.665713,1,range_interpolation,627,"US Hwy 82 W",,,Indianola,MS,"Sunflower County",38751,US,"TIGER/Line® dataset from the US Census Bureau"
252560,8,"RCG MACON (NOXUBEE COUNTY)","703 NORTH WASHINGTON STREET",MACON,MS,39341,NOXUBEE,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,2/21/00,33.123765,-88.557846,0.9,range_interpolation,703,"N Washington St",,,Macon,MS,"Noxubee County",39341,US,"TIGER/Line® dataset from the US Census Bureau"
252515,8,"RCG NATCHEZ","312 HIGHLAND BLVD",NATCHEZ,MS,39120,ADAMS,Profit,"FRESENIUS MEDICAL CARE",31,TRUE,11/29/82,31.521029,-91.39765,1,range_interpolation,312,"Highland Blvd",,,Natchez,MS,"Adams County",39120,US,"TIGER/Line® dataset from the US Census Bureau"
252593,8,"FRESENIUS MEDICAL CARE ADAMS COUNTY HOME, LLC","151 JEFFERSON DAVIS BLVD STE D",NATCHEZ,MS,39120,ADAMS,Profit,"FRESENIUS MEDICAL CARE",1,FALSE,3/12/19,31.563575,-91.404048,1,range_interpolation,151,"Jefferson St",Ste,D,Natchez,MS,"Adams County",39120,US,"TIGER/Line® dataset from the US Census Bureau"
252582,8,"DIBERVILLE HOME PROGRAM, LLC","14215 COOK ROAD",BILOXI,MS,39532,HARRISON,Profit,"FRESENIUS MEDICAL CARE",0,FALSE,11/12/15,30.457438,-88.861124,1,range_interpolation,14215,"Cook Rd",,,Biloxi,MS,"Jackson County",39532,US,"TIGER/Line® dataset from the US Census Bureau"
252580,8,"RCG MISSISSIPPI, INC.","3499 BLUECUTT ROAD",COLUMBUS,MS,39705,LOWNDES,Profit,"FRESENIUS MEDICAL CARE",14,TRUE,3/30/15,33.528375,-88.420405,0.6,street_center,,"Bluecutt Rd",,,Columbus,MS,"Lowndes County",39705,US,"TIGER/Line® dataset from the US Census Bureau"
252505,8,"FMC JACKSON","381 MEDICAL DRIVE",JACKSON,MS,39216,HINDS,Profit,"FRESENIUS MEDICAL CARE",38,TRUE,12/7/77,32.33589,-90.16628,1,range_interpolation,381,"Medical Dr",,,Jackson,MS,"Hinds County",39216,US,"TIGER/Line® dataset from the US Census Bureau"
252564,8,"RCG CENTREVILLE","205 EAST MAIN STREET",CENTREVILLE,MS,39631,WILKINSON,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,12/1/00,31.088012,-91.065466,1,range_interpolation,205,"E Main St",,,Centreville,MS,"Wilkinson County",39631,US,"TIGER/Line® dataset from the US Census Bureau"
252527,8,"RCG GRENADA","35 WEST MONROE STREET",GRENADA,MS,38901,GRENADA,Profit,"FRESENIUS MEDICAL CARE",27,TRUE,6/8/90,33.76495,-89.8039,0.9,range_interpolation,35,"W Monroe St",,,Grenada,MS,"Grenada County",38901,US,"TIGER/Line® dataset from the US Census Bureau"
252546,8,"WIGGINS DIALYSIS","503 FIRST STREET",WIGGINS,MS,39577,STONE,Profit,INDEPENDENT,12,TRUE,6/8/94,30.852756,-89.137382,0.9,range_interpolation,503,"1st St S",,,Wiggins,MS,"Stone County",39577,US,"TIGER/Line® dataset from the US Census Bureau"
252513,8,"RENAL CARE GROUP TUPELO, LLC","2978 MATTOX STREET",TUPELO,MS,38801,LEE,Profit,"RENAL CARE GROUP INC.",51,TRUE,1/1/83,34.185109,-88.728285,0.2,street_center,,"Mattox Rd",,,Tupelo,MS,"Lee County",38801,US,"TIGER/Line® dataset from the US Census Bureau"
252518,8,"RCG CORINTH","810 ALCORN DRIVE",CORINTH,MS,38834,ALCORN,Profit,"FRESENIUS MEDICAL CARE",23,TRUE,2/2/83,34.936387,-88.558483,1,range_interpolation,810,"Alcorn Dr",,,Corinth,MS,"Alcorn County",38834,US,"TIGER/Line® dataset from the US Census Bureau"
252501,8,"DAVITA JACKSON NORTH AT HOME","571 BEASLEY RD",JACKSON,MS,39206,HINDS,Profit,DAVITA,46,TRUE,9/1/76,32.385145,-90.151997,1,rooftop,571,"Beasley Rd",,,Jackson,MS,"Hinds County",39206,US,Hinds
252552,8,"RCG SOUTHAVEN","7318 SOUTHCREST PKWY",SOUTHAVEN,MS,38671,DESOTO,Profit,"FRESENIUS MEDICAL CARE",40,TRUE,12/17/97,34.967711,-89.994832,1,range_interpolation,7318,"Southcrest Pkwy",,,Southaven,MS,"DeSoto County",38671,US,"TIGER/Line® dataset from the US Census Bureau"
252531,8,"RCG PORT GIBSON","123-A MCCOMB AVE","PORT GIBSON",MS,39150,CLAIBORNE,Profit,"FRESENIUS MEDICAL CARE",10,TRUE,4/22/92,31.945522,-90.983919,0.9,range_interpolation,123,"Mc Comb Ave",,,"Port Gibson",MS,"Claiborne County",39150,US,"TIGER/Line® dataset from the US Census Bureau"
252557,8,"RCG SARDIS","200 EAST FRONTAGE ROAD",SARDIS,MS,38666,PANOLA,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,7/1/99,34.439496,-89.896771,1,range_interpolation,200,"E Frontage Rd",,,Sardis,MS,"Panola County",38666,US,"TIGER/Line® dataset from the US Census Bureau"
252508,8,"RCG COLUMBUS (GOLDEN TRIANGLE)","92 BROOKMOORE DR.",COLUMBUS,MS,39705,LOWNDES,Profit,"FRESENIUS MEDICAL CARE",35,TRUE,6/25/79,33.518659,-88.4281,1,range_interpolation,92,"Brookmoore Dr",,,Columbus,MS,"Lowndes County",39705,US,"TIGER/Line® dataset from the US Census Bureau"
252523,8,"COLUMBIA DIALYSIS","1214 HIGHWAY 98 BYPASS",COLUMBIA,MS,39429,MARION,Profit,INDEPENDENT,30,TRUE,1/6/88,31.244968,-89.803646,1,range_interpolation,1214,"US Hwy 98",,,Columbia,MS,"Marion County",39429,US,"TIGER/Line® dataset from the US Census Bureau"
252534,8,"WAYNESBORO DIALYSIS","953 MATTHEW DRIVE",WAYNESBORO,MS,39367,WAYNE,Profit,INDEPENDENT,15,TRUE,7/22/92,31.674725,-88.635871,1,range_interpolation,953,"Matthew Dr",,,Waynesboro,MS,"Wayne County",39367,US,"TIGER/Line® dataset from the US Census Bureau"
252590,8,"BIO-MEDICAL APPLICATIONS OF MISSISSIPPI, INC.","656 NORTH STATE STREET",JACKSON,MS,39202,HINDS,Profit,"FRESENIUS MEDICAL CARE",10,TRUE,11/29/17,32.306198,-90.178326,1,rooftop,656,"N State St",,,Jackson,MS,"Hinds County",39202,US,Hinds
252567,8,"RCG TUNICA","1821 US HIGHWAY 61 NORTH",TUNICA,MS,38676,TUNICA,Profit,"FRESENIUS MEDICAL CARE",12,TRUE,7/31/02,34.697115,-90.375909,1,range_interpolation,1821,"US Hwy 61",,,Tunica,MS,"Tunica County",38676,US,"TIGER/Line® dataset from the US Census Bureau"
252572,8,"RCG WINONA","410 HIGHWAY 82",WINONA,MS,38967,MONTGOMERY,Profit,"FRESENIUS MEDICAL CARE",15,TRUE,9/15/08,33.486739,-89.761563,0.9,range_interpolation,410,"US Hwy 82",,,Winona,MS,"Montgomery County",38967,US,"TIGER/Line® dataset from the US Census Bureau"
252585,8,"LAKELAND HOME PROGRAM, LLC","105 JOHNSTON PLACE",CLINTON,MS,39056,HINDS,Profit,"FRESENIUS MEDICAL CARE",14,TRUE,11/9/16,32.323718,-90.323288,1,rooftop,105,"Johnston Pl",,,Clinton,MS,"Hinds County",39056,US,Hinds
252543,8,"FMC BILOXI","784 VIEUX MARCHE MALL",BILOXI,MS,39530,HARRISON,Profit,"FRESENIUS MEDICAL CARE",22,TRUE,4/1/94,30.396662,-88.888348,1,range_interpolation,784,"Vieux Marche Ml",,,Biloxi,MS,"Harrison County",39530,US,"TIGER/Line® dataset from the US Census Bureau"
252565,8,"FMC DIBERVILLE","10374 LAMEY BRIDGE ROAD",DIBERVILLE,MS,39540,HARRISON,Profit,"FRESENIUS MEDICAL CARE",12,TRUE,5/16/01,30.43785,-88.89081,1,rooftop,10374,"Lamey Bridge Rd",,,Diberville,MS,"Harrison County",39540,US,"City of Diberville"
252549,8,"DAVITA BRANDON RENAL CENTER","101 CHRISTIAN DRIVE",BRANDON,MS,39042,RANKIN,Profit,DAVITA,20,TRUE,4/29/96,32.271581,-90.035028,1,rooftop,101,"Christian Dr",,,Brandon,MS,"Rankin County",39042,US,Rankin
253503,8,"MEDICAL MALL DIALYSIS","350 W. WOODROW WILSON",JACKSON,MS,39213,HINDS,Non-Profit,"STATE OWNED",48,TRUE,7/17/03,32.32694,-90.194933,1,range_interpolation,350,"W Woodrow Wilson Ave",,,Jackson,MS,"Hinds County",39213,US,"TIGER/Line® dataset from the US Census Bureau"
252576,8,"FRESENIUS MEDICAL CARE SOUTHWEST JACKSON HOME","1421 N STATE STREET",JACKSON,MS,39202,HINDS,Profit,"FRESENIUS MEDICAL CARE",2,FALSE,12/21/12,32.319024,-90.179194,1,rooftop,1421,"N State St",,,Jackson,MS,"Hinds County",39202,US,Hinds
252583,8,"DAVITA GULF ISLANDS HT AT HOME","3200 MALLETT ROAD, SUITE F",DIBERVILLE,MS,39540,HARRISON,Profit,INDEPENDENT,0,FALSE,6/20/16,30.457592,-88.889817,1,range_interpolation,3200,"Mallett Rd",Ste,,Diberville,MS,"Harrison County",39540,US,"TIGER/Line® dataset from the US Census Bureau"
252521,8,"DAVITA CANTON RENAL CENTER","620 E. PEACE ST.",CANTON,MS,39046,MADISON,Profit,DAVITA,22,TRUE,1/23/87,32.612665,-90.019427,1,range_interpolation,620,"E Peace St",,,Canton,MS,"Madison County",39046,US,"TIGER/Line® dataset from the US Census Bureau"
252532,8,"RCG NEWTON","121 OLD 15 LOOP",NEWTON,MS,39345,NEWTON,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,5/1/92,32.32126,-89.16339,0.33,place,,,,,Newton,MS,"Newton County",39345,US,"TIGER/Line® dataset from the US Census Bureau"
252516,8,"DAVITA SINGING RIVER DIALYSIS","4907 TELEPHONE RD",PASCAGOULA,MS,39567,JACKSON,Profit,DAVITA,28,TRUE,11/1/82,30.382563,-88.536085,1,rooftop,4907,"Telephone Rd",,,Pascagoula,MS,"Jackson County",39567,US,Jackson
252561,8,"RICHTON DIALYSIS","507 FRONT STREET",RICHTON,MS,39476,PERRY,Profit,INDEPENDENT,20,TRUE,5/5/00,31.353041,-88.935675,0.9,range_interpolation,507,"Front St",,,Richton,MS,"Perry County",39476,US,"TIGER/Line® dataset from the US Census Bureau"
252547,8,"FMC ORANGE GROVE","11531 OLD HIGHWAY 49",GULFPORT,MS,39503,HARRISON,Profit,"FRESENIUS MEDICAL CARE",18,TRUE,9/7/94,30.456036,-89.116933,1,rooftop,11531,"Magnolia Est Ln",,,Gulfport,MS,"Harrison County",39503,US,"City of Gulfport"
252581,8,"RENAL CARE GROUP TUPELO, LLC","925 DENMILL ROAD","NEW ALBANY",MS,38652,UNION,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,10/21/15,34.481973,-88.997813,1,range_interpolation,925,"Denmill Rd",,,"New Albany",MS,"Union County",38652,US,"TIGER/Line® dataset from the US Census Bureau"
252504,8,"RCG MERIDIAN","2205 HWY 39 NORTH",MERIDIAN,MS,39301,LAUDERDALE,Profit,"FRESENIUS MEDICAL CARE",61,TRUE,9/1/76,32.380222,-88.681663,1,range_interpolation,2205,"State Hwy 39",,,Meridian,MS,"Lauderdale County",39301,US,"TIGER/Line® dataset from the US Census Bureau"
252528,8,"RCG CLEVELAND","222 N. PEARMAN AVENUE",CLEVELAND,MS,38732,BOLIVAR,Profit,"FRESENIUS MEDICAL CARE",29,TRUE,9/19/90,33.745654,-90.724124,0.9,range_interpolation,222,"N Pearman Ave",,,Cleveland,MS,"Bolivar County",38732,US,"TIGER/Line® dataset from the US Census Bureau"
252550,8,"BIO-MEDICAL APPLICATIONS OF MISSISSIPPI, INC","1409 E. UNION STREET",GREENVILLE,MS,38703,WASHINGTON,Profit,"FRESENIUS MEDICAL CARE",9,FALSE,12/18/96,33.409772,-91.0345,1,range_interpolation,1409,"E Union St",,,Greenville,MS,"Washington County",38703,US,"TIGER/Line® dataset from the US Census Bureau"
252300,8,"UMC PEDIATRIC NEPHROLOGY","2500 N STATE STREET",JACKSON,MS,39216,HINDS,Non-Profit,INDEPENDENT,0,TRUE,9/1/76,32.328566,-90.175626,1,range_interpolation,2500,"N State St",,,Jackson,MS,"Hinds County",39216,US,"TIGER/Line® dataset from the US Census Bureau"
252514,8,"RCG MISSISSIPPI, INC.","609 TALLAHATCHIE STREET",GREENWOOD,MS,38930,LEFLORE,Profit,"RENAL CARE GROUP INC.",33,TRUE,11/22/82,33.527868,-90.209652,1,range_interpolation,609,"Tallahatchie St",,,Greenwood,MS,"Leflore County",38930,US,"TIGER/Line® dataset from the US Census Bureau"
252589,8,"RCG MISSISSIPPI, INC","1300 38TH AVENUE EAST",MERIDIAN,MS,39301,LAUDERDALE,Profit,"FRESENIUS MEDICAL CARE",14,TRUE,9/25/17,32.369158,-88.63775,1,rooftop,1300,"38th Ave E",,,Meridian,MS,"Lauderdale County",39301,US,Lauderdale
252522,8,"FMC CANTON","1976 HWY 43 N.",CANTON,MS,39046,MADISON,Profit,"FRESENIUS MEDICAL CARE",18,TRUE,3/23/87,32.629357,-89.988411,0.6,street_center,,"State Hwy 43",,,Canton,MS,"Madison County",39046,US,"TIGER/Line® dataset from the US Census Bureau"
252570,8,"PACHUTA DIALYSIS","P.O. BOX 340",PACHUTA,MS,39347,CLARKE,Profit,INDEPENDENT,9,TRUE,12/10/07,32.021692,-88.885093,0.33,place,340,"PO Box",,,Pachuta,MS,"Clarke County",39347,US,"TIGER/Line® dataset from the US Census Bureau"
252537,8,"BIOMEDICAL APPLICATIONS OF MISSISSIPPI, INC","570 DEERFIELD DRIVE",FOREST,MS,39074,SCOTT,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,1/11/93,32.399853,-89.505298,0.33,place,,,,,Forest,MS,"Scott County",39074,US,"TIGER/Line® dataset from the US Census Bureau"
252517,8,"PEARL RIVER DIALYSIS","1835 COOPER ROAD",PICAYUNE,MS,39466,"PEARL RIVER",Profit,INDEPENDENT,20,TRUE,2/9/83,30.547842,-89.647982,1,range_interpolation,1835,"Cooper Rd",,,Picayune,MS,"Pearl River County",39466,US,"TIGER/Line® dataset from the US Census Bureau"
252556,8,"DAVITA LUCEDALE DIALYSIS","652 MANILA STREET",LUCEDALE,MS,39452,GEORGE,Profit,DAVITA,16,TRUE,10/12/98,30.919855,-88.589223,1,range_interpolation,652,"Manila St",,,Lucedale,MS,"George County",39452,US,"TIGER/Line® dataset from the US Census Bureau"
252584,8,"RENAL CARE GROUP TUPELO, LLC","1542 MEDICAL PARK CIRCLE",TUPELO,MS,38801,LEE,Profit,"RENAL CARE GROUP INC.",0,FALSE,6/20/16,34.234732,-88.716312,1,range_interpolation,1542,"Medical Park Cir",,,Tupelo,MS,"Lee County",38801,US,"TIGER/Line® dataset from the US Census Bureau"
252509,8,"RCG VICKSBURG","105 KEYSTONE CIRCLE",VICKSBURG,MS,39180,WARREN,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,10/27/80,32.339533,-90.834407,0.33,place,,,,,Vicksburg,MS,"Warren County",39180,US,"TIGER/Line® dataset from the US Census Bureau"
252533,8,"DAVITA JACKSON SOUTHWEST DIALYSIS","1828 RAYMOND ROAD",JACKSON,MS,39204,HINDS,Profit,DAVITA,18,TRUE,6/18/92,32.278727,-90.263859,1,rooftop,1828,"Raymond Rd",,,Jackson,MS,"Hinds County",39204,US,Hinds
252566,8,"RCG LOUISVILLE","562-A EAST MAIN STREET",LOUISVILLE,MS,39339,WINSTON,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,10/31/01,33.123607,-89.059656,0.8,range_interpolation,562,"State Hwy 14",,,Louisville,MS,"Winston County",39339,US,"TIGER/Line® dataset from the US Census Bureau"
252529,8,"FMC MAGEE","211 FIRST STREET S.E.",MAGEE,MS,39111,SIMPSON,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,8/20/91,31.875343,-89.731119,0.9,range_interpolation,211,"State Hwy 541",,,Magee,MS,"Simpson County",39111,US,"TIGER/Line® dataset from the US Census Bureau"
252544,8,"FMC BAY ST LOUIS S. MS KIDNEY CTR","5401 GEX ROAD",DIAMONDHEAD,MS,39525,HANCOCK,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,4/1/94,30.376711,-89.379269,1,rooftop,5401,"Gex Rd",,,Diamondhead,MS,"Hancock County",39525,US,"City of Diamondhead"
252562,8,"DAVITA RENAL CARE OF CARTHAGE","312 ELLIS STREET",CARTHAGE,MS,39051,LEAKE,Profit,DAVITA,15,TRUE,7/12/00,32.741713,-89.519654,1,range_interpolation,312,"Ellis St",,,Carthage,MS,"Leake County",39051,US,"TIGER/Line® dataset from the US Census Bureau"
252578,8,"RCG MISSISSIPPI, INC","139 N BROOKMOORE DRIVE",COLUMBUS,MS,39705,LOWNDES,Profit,"FRESENIUS MEDICAL CARE",2,FALSE,4/8/14,33.519322,-88.427223,0.9,range_interpolation,139,"Brookmoore Dr",,,Columbus,MS,"Lowndes County",39705,US,"TIGER/Line® dataset from the US Census Bureau"
252541,8,"RCG EUPORA","241 MEADOWLANE STREET",EUPORA,MS,39744,WEBSTER,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,12/2/93,33.535383,-89.267662,1,range_interpolation,241,"Meadowlane St",,,Eupora,MS,"Webster County",39744,US,"TIGER/Line® dataset from the US Census Bureau"
252574,8,"LAKELAND HOME PROGRAM, INC.","1010 LAKELAND SQUARE EXT",FLOWOOD,MS,39232,RANKIN,Profit,"FRESENIUS MEDICAL CARE",0,FALSE,1/20/12,32.327464,-90.122689,1,rooftop,1010,"Lakeland Sq Ext",,,Flowood,MS,"Rankin County",39232,US,"City of Pelahatchie"
252510,8,"LAUREL DIALYSIS","1527 LARRY DRIVE",LAUREL,MS,39440,JONES,Profit,INDEPENDENT,34,TRUE,4/13/81,31.7274,-89.146234,1,range_interpolation,1527,"Larry Dr",,,Laurel,MS,"Jones County",39440,US,"TIGER/Line® dataset from the US Census Bureau"
