Kidney Centers,"","","","","","","","","","","","","","",Kidney Center Geocode,"","","","","","","","","","","","","","","",Kidney Center Location,"","",Nearest Restaurant,"","","","","","","",""
MongoDB ID,# of Dialysis Stations,Address,Certification or Recertification Date,Chain Organization,City,County,Facility Name,Network,Offers In-Center Hemodialysis,Profit or Non-Profit,Provider Number,State,Zip,"",Address,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,County,Country,Source,"",Type,Coordinates,"",Distance (Miles),RVP,AD,Restaurant #,Name,Address,City,State,Zip
5f8f6ecd67bb5daf90ebca19,0,"3050 FINLEY ROAD, SUITE 300A",3/7/19,,DOWNERS GROVE,DU PAGE,DAVITA - DOWNERS GROVE HOME TRAINING,10,FALSE,Profit,142849,IL,60515,"","3050 FINLEY ROAD, SUITE 300A",Downers Grove,IL,60515,41.832043,-88.025742,1,range_interpolation,3050,Finley Rd,Ste,300A,DuPage County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-88.025742, 41.832043]","",10.09461289100024,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca1b,12,5623 W. TOUHY AVENUE,3/1/10,,NILES,COOK,DAVITA BIG OAKS DIALYSIS,10,TRUE,Profit,142712,IL,60714,"",5623 W. TOUHY AVENUE,Niles,IL,60714,42.00923,-87.769222,1,rooftop,5623,W Touhy Ave,false,false,Cook County,US,Cook,"",Point,"[-87.769222, 42.00923]","",18.260829492214192,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca23,13,1625 OAKTON PL,5/13/14,,DES PLAINES,COOK,FMC - DES PLAINES,10,TRUE,Profit,142774,IL,60018,"",1625 OAKTON PL,Des Plaines,IL,60018,42.02285,-87.897348,1,rooftop,1625,Oakton Pl,false,false,Cook County,US,Cook,"",Point,"[-87.897348, 42.02285]","",15.02927776239152,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca25,13,"396 REMINGTON BLVD., SUITE 100",1/7/13,,BOLINGBROOK,WILL,USRC - BOLINGBROOK,10,TRUE,Profit,142749,IL,60440,"","396 REMINGTON BLVD., SUITE 100",Bolingbrook,IL,60440,41.681295,-88.083139,1,rooftop,396,Remington Blvd,Ste,100,Will County,US,Will,"",Point,"[-88.083139, 41.681295]","",8.936430378331814,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca26,1,800 ROOSEVELT RD STE C-16,5/17/13,,GLEN ELLYN,DU PAGE,DIALYZE DIRECT IL - GLEN ELLYN,10,FALSE,Profit,142752,IL,60137,"",800 ROOSEVELT RD STE C-16,Glen Ellyn,IL,60137,41.861042,-88.05337,1,rooftop,800,Roosevelt Rd,Ste,C16,DuPage County,US,Dupage,"",Point,"[-88.05337, 41.861042]","",9.897120612601753,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca28,14,1402 TOWNLINE ROAD,2/2/12,,MUNDELEIN,LAKE,FMC - MUNDELEIN,10,TRUE,Profit,142731,IL,60060,"",1402 TOWNLINE ROAD,Mundelein,IL,60060,42.241693,-87.980911,1,rooftop,1402,Townline Rd,false,false,Lake County,US,Lake,"",Point,"[-87.980911, 42.241693]","",1.6137496734069865,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca2e,16,720 COG CIRCLE,7/1/10,,CRYSTAL LAKE,MCHENRY,DAVITA CRYSTAL SPRINGS DIALYSIS,10,TRUE,Profit,142716,IL,60014,"",720 COG CIRCLE,Crystal Lake,IL,60014,42.229209,-88.294351,1,rooftop,720,Cog Cir,false,false,McHenry County,US,Mchenry,"",Point,"[-88.294351, 42.229209]","",5.883097400262846,"","",182,Algonquin,1512 S. Randall Rd,Algonquin,IL,60102
5f8f6ecd67bb5daf90ebca2f,0,901 BIESTERFIELD ROAD SUITE 401,8/31/00,,ELK GROVE VILLAGE,COOK,FMC - ELK GROVE HOME DIALYSIS CENTER,10,FALSE,Profit,142594,IL,60007,"",901 BIESTERFIELD ROAD SUITE 401,Elk Grove Village,IL,60007,42.002626,-88.019284,1,rooftop,901,Biesterfield Rd,Ste,401,Cook County,US,Cook,"",Point,"[-88.019284, 42.002626]","",16.56590085608596,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca31,12,3113 N. LEWIS AVENUE,10/11/19,,WAUKEGAN,LAKE,BEACH PARK DIALYSIS,10,TRUE,Profit,142864,IL,60087,"",3113 N. LEWIS AVENUE,Waukegan,IL,60087,42.408911,-87.854337,1,rooftop,3113,N Lewis Ave,false,false,Lake County,US,Lake,"",Point,"[-87.854337, 42.408911]","",12.88909065450122,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca34,3,1890 SILVER CROSS BLVD  STE 465,8/20/15,,NEW LENOX,WILL,DAVITA NEW LENOX HOME TRAINING,10,FALSE,Profit,142785,IL,60451,"",1890 SILVER CROSS BLVD  STE 465,New Lenox,IL,60451,41.544206,-87.984661,1,rooftop,1890,Silver Cross Blvd,Ste,465,Will County,US,Will,"",Point,"[-87.984661, 41.544206]","",19.50101439051404,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca35,16,"7301 NORTH LINCOLN AVE., STE 205",5/4/05,,LINCOLNWOOD,COOK,"CENTER FOR RENAL REPLACEMENT, LLC",10,TRUE,Profit,142663,IL,60712,"","7301 NORTH LINCOLN AVE., STE 205",Lincolnwood,IL,60712,42.014299,-87.74112,1,rooftop,7301,N Lincoln Ave,Ste,205,Cook County,US,Cook,"",Point,"[-87.74112, 42.014299]","",18.74543301857236,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca3c,8,1400 N. BEECHER ROAD,1/22/10,,YORKVILLE,KENDALL,YORKVILLE DIALYSIS CENTER LLC,10,TRUE,Profit,142709,IL,60560,"",1400 N. BEECHER ROAD,Yorkville,IL,60560,41.657473,-88.468541,1,rooftop,1400,N Beecher Rd,false,false,Kendall County,US,Kendall,"",Point,"[-88.468541, 41.657473]","",15.791481118201345,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca41,0,"8950 GROSS POINT ROAD, STE 300",10/10/07,,SKOKIE,COOK,DAVITA EDENS HOME DIALYSIS,10,FALSE,Profit,142687,IL,60077,"","8950 GROSS POINT ROAD, STE 300",Skokie,IL,60077,42.044263,-87.754675,1,rooftop,8950,Gross Point Rd,Ste,300,Cook County,US,Cook,"",Point,"[-87.754675, 42.044263]","",16.657626942812104,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca42,1,1014 BONAVENTURE DRIVE,1/21/09,,ELK GROVE VILLAGE,COOK,DIALYZE DIRECT IL - ELK GROVE,10,FALSE,Profit,142699,IL,60007,"",1014 BONAVENTURE DRIVE,Elk Grove Village,IL,60007,41.993615,-88.025197,1,rooftop,1014,Bonaventure Dr,false,false,Cook County,US,Cook,"",Point,"[-88.025197, 41.993615]","",17.240518544845944,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca47,16,401 W. NIPPERSINK,1/8/01,,ROUND LAKE,LAKE,FMC - NEOMEDICA - ROUND LAKE,10,TRUE,Profit,142616,IL,60073,"",401 W. NIPPERSINK,Round Lake,IL,60073,42.352522,-88.092772,1,rooftop,401,W Nippersink Rd,false,false,Lake County,US,Lake,"",Point,"[-88.092772, 42.352522]","",10.842728650382242,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca49,19,1890 SILVER CROSS BLVD,11/27/12,,NEW LENOX,WILL,DAVITA RENAL CENTER OF NEW LENOX,10,TRUE,Profit,142741,IL,60451,"",1890 SILVER CROSS BLVD,New Lenox,IL,60451,41.544206,-87.984661,1,rooftop,1890,Silver Cross Blvd,false,false,Will County,US,Will,"",Point,"[-87.984661, 41.544206]","",19.50101439051404,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca4f,0,442 N IL RTE 31,9/30/13,,CRYSTAL LAKE,MCHENRY,HOME DIALYSIS SERVICES - ELGIN,10,FALSE,Profit,142760,IL,60012,"",442 N IL RTE 31,Crystal Lake,IL,60012,42.252229,-88.286553,0.6,street_center,false,S State Rte 31,false,false,McHenry County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-88.286553, 42.252229]","",7.513656200066504,"","",182,Algonquin,1512 S. Randall Rd,Algonquin,IL,60102
5f8f6ecd67bb5daf90ebca57,29,1300 WATERFORD DRIVE,10/25/96,,AURORA,KANE,FOX VALLEY DIALYSIS LTD,10,TRUE,Profit,142568,IL,60504,"",1300 WATERFORD DRIVE,Aurora,IL,60504,41.73175,-88.267434,1,rooftop,1300,Waterford Dr,false,false,Kane County,US,City of Aurora,"",Point,"[-88.267434, 41.73175]","",4.315682664015432,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca58,28,901 BIESTERFIELD ROAD  STE 400,9/1/77,,ELK GROVE VILLAGE,COOK,FMC - ELK GROVE DIALYSIS CTR,10,TRUE,Profit,142507,IL,60007,"",901 BIESTERFIELD ROAD  STE 400,Elk Grove Village,IL,60007,42.002626,-88.019284,1,rooftop,901,Biesterfield Rd,Ste,400,Cook County,US,Cook,"",Point,"[-88.019284, 42.002626]","",16.56590085608596,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca59,13,1634 S. ARDMORE AVE,8/15/16,,VILLA PARK,DU PAGE,NOCTURNAL DIALYSIS SPA,10,TRUE,Profit,142797,IL,60181,"",1634 S. ARDMORE AVE,Villa Park,IL,60181,41.858812,-87.978908,1,rooftop,1634,S Ardmore Ave,false,false,DuPage County,US,Dupage,"",Point,"[-87.978908, 41.858812]","",13.068994912488494,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca5a,29,130 E. ARMY TRAIL ROAD,10/1/01,,GLENDALE HEIGHTS,DU PAGE,FMC - GLENDALE HEIGHTS DIALYSIS CENTER,10,TRUE,Profit,142617,IL,60139,"",130 E. ARMY TRAIL ROAD,Glendale Heights,IL,60139,41.938124,-88.083893,0.9,rooftop,130-56,E Army Trail Rd,false,false,DuPage County,US,Dupage,"",Point,"[-88.083893, 41.938124]","",13.002317279505261,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca5c,12,770 N MCLEAN BOULEVARD,5/6/19,,SOUTH ELGIN,KANE,FKC - ELGIN,10,TRUE,Profit,142856,IL,60177,"",770 N MCLEAN BOULEVARD,South Elgin,IL,60177,42.005902,-88.316019,0.78,nearest_rooftop_match,750,N McLean Blvd,false,false,Kane County,US,Kane,"",Point,"[-88.316019, 42.005902]","",10.03128290021565,"","",182,Algonquin,1512 S. Randall Rd,Algonquin,IL,60102
5f8f6ecd67bb5daf90ebca5d,13,1201 B BUTTERFIELD ROAD,4/23/13,,DOWNERS GROVE,DU PAGE,"USRC - OAKBROOK, LLC",10,TRUE,Profit,142750,IL,60515,"",1201 B BUTTERFIELD ROAD,Downers Grove,IL,60515,41.834764,-88.015934,1,range_interpolation,1201,Butterfield Rd,false,false,DuPage County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-88.015934, 41.834764]","",10.633143199198091,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca5f,0,15786 S. BELL RD.,10/23/12,,HOMER GLEN,WILL,HOME DIALYSIS SERVICES LLC,10,FALSE,Profit,142745,IL,60491,"",15786 S. BELL RD.,Homer Glen,IL,60491,41.60237,-87.933166,1,rooftop,15786,S Bell Rd,false,false,Will County,US,Will,"",Point,"[-87.933166, 41.60237]","",18.344539327483158,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca64,13,200 E. NORTH AVENUE,8/6/13,,VILLA PARK,DU PAGE,USRC - VILLA PARK DIALYSIS,10,TRUE,Profit,142755,IL,60181,"",200 E. NORTH AVENUE,Villa Park,IL,60181,41.906312,-87.973013,0.9,rooftop,200-8,E North Ave,false,false,DuPage County,US,Dupage,"",Point,"[-87.973013, 41.906312]","",15.08625491168964,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca6b,14,2953 CENTRAL ST 1ST FLOOR,8/1/01,,EVANSTON,COOK,FMC - MIDAMERICA EVANSTON,10,TRUE,Profit,142621,IL,60201,"",2953 CENTRAL ST 1ST FLOOR,Evanston,IL,60201,42.06466,-87.71726,1,rooftop,2953,Central St,Fl,1,Cook County,US,City of Evanston,"",Point,"[-87.71726, 42.06466]","",16.85385957867538,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca6c,24,2451 SOUTH WASHINGTON,1/22/14,,NAPERVILLE,DU PAGE,FMC - NAPERBROOK,10,TRUE,Profit,142765,IL,60565,"",2451 SOUTH WASHINGTON,Naperville,IL,60565,41.72066,-88.133543,1,rooftop,2451,S Washington St,false,false,Will County,US,Waco,"",Point,"[-88.133543, 41.72066]","",5.17033865088923,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca72,1,1352 HOUBOLT RD,4/23/14,,JOLIET,WILL,AFFILIATED DIALYSIS OF JOLIET,10,FALSE,Profit,142773,IL,60431,"",1352 HOUBOLT RD,Joliet,IL,60431,41.497068,-88.167855,1,rooftop,1352,Houbolt Rd,false,false,Will County,US,Will,"",Point,"[-88.167855, 41.497068]","",19.192437044998155,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca74,0,"501 W. LAKE STREET, SUITE 201",12/15/00,,ELMHURST,DU PAGE,FMC - DUPAGE PERITONEAL DIALYSIS SERVICES,10,FALSE,Profit,142606,IL,60126,"","501 W. LAKE STREET, SUITE 201",Elmhurst,IL,60126,41.91962,-87.955033,1,rooftop,501,W Lake St,Ste,201,DuPage County,US,Dupage,"",Point,"[-87.955033, 41.91962]","",16.381848917563993,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca7c,0,"1670 CAPITAL STREET, SUITE 900",12/6/17,,ELGIN,KANE,HOME DIALYSIS SERVICES - FOX VALLEY LLC,10,FALSE,Profit,142824,IL,60124,"","1670 CAPITAL STREET, SUITE 900",Elgin,IL,60124,42.07708,-88.338149,1,rooftop,1670,Capital St,Ste,900,Kane County,US,Kane,"",Point,"[-88.338149, 42.07708]","",5.052842733383599,"","",182,Algonquin,1512 S. Randall Rd,Algonquin,IL,60102
5f8f6ecd67bb5daf90ebca7e,32,9371 MILWAUKEE AVE.,1/11/92,,NILES,COOK,FMC - NILES,10,TRUE,Profit,142559,IL,60714,"",9371 MILWAUKEE AVE.,Niles,IL,60714,42.049845,-87.833771,1,range_interpolation,9371,Milwaukee Ave,false,false,Cook County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-87.833771, 42.049845]","",14.228645931860363,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca7f,14,"33 W HIGGINS ROAD, SUITES 920-945",4/6/05,,SOUTH BARRINGTON,LAKE,ARA - SOUTH BARRINGTON DIALYSIS CENTER,10,TRUE,Profit,142662,IL,60010,"","33 W HIGGINS ROAD, SUITES 920-945",South Barrington,IL,60010,42.068197,-88.169833,1,rooftop,33,W Higgins Rd,false,false,Cook County,US,Cook,"",Point,"[-88.169833, 42.068197]","",10.262781124297486,"","",182,Algonquin,1512 S. Randall Rd,Algonquin,IL,60102
5f8f6ecd67bb5daf90ebca81,17,2121 ONEIDA ST SUITE 104,10/25/96,,JOLIET,WILL,DAVITA SUN HEALTH DIALYSIS,10,TRUE,Profit,142553,IL,60435,"",2121 ONEIDA ST SUITE 104,Joliet,IL,60435,41.525408,-88.132608,1,rooftop,2121,Oneida St,Ste,104,Will County,US,Will,"",Point,"[-88.132608, 41.525408]","",17.538796960712162,"","",62,Naperville,1915 Glacier Park Ave,Naperville,IL,60540
5f8f6ecd67bb5daf90ebca82,0,17 W. GOLF RD.,5/22/02,,ARLINGTON HEIGHTS,COOK,DAVITA ARLINGTON HEIGHTS PD,10,FALSE,Profit,142626,IL,60005,"",17 W. GOLF RD.,Arlington Heights,IL,60005,42.05032,-87.982665,1,rooftop,17,W Golf Rd,false,false,Cook County,US,Cook,"",Point,"[-87.982665, 42.05032]","",12.990263666594045,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca83,24,3350 W GRAND AVE STE 100,1/1/79,,WAUKEGAN,LAKE,DAVITA WAUKEGAN RENAL CENTER,10,TRUE,Profit,142577,IL,60085,"",3350 W GRAND AVE STE 100,Waukegan,IL,60085,42.37108,-87.883984,1,rooftop,3350,Grand Ave,Ste,100,Lake County,US,Lake,"",Point,"[-87.883984, 42.37108]","",9.901067902816063,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca88,21,110 N. WEST STREET,10/17/11,,WAUKEGAN,LAKE,FMC - WAUKEGAN HARBOR,10,TRUE,Profit,142727,IL,60085,"",110 N. WEST STREET,Waukegan,IL,60085,42.361464,-87.835853,1,rooftop,110,N West St,false,false,Lake County,US,Lake,"",Point,"[-87.835853, 42.361464]","",10.432531079688957,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca8f,13,149 IRVING PARK,9/24/12,,STREAMWOOD,COOK,USRC - STREAMWOOD DIALYSIS,10,TRUE,Profit,142738,IL,60107,"",149 IRVING PARK,Streamwood,IL,60107,42.0126,-88.178942,1,range_interpolation,149,Irving Park Rd,false,false,Cook County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-88.178942, 42.0126]","",12.488970785915216,"","",182,Algonquin,1512 S. Randall Rd,Algonquin,IL,60102
5f8f6ecd67bb5daf90ebca92,12,1920 SHERIDAN ROAD,8/6/18,,ZION,LAKE,FMC - ZION,10,TRUE,Profit,142841,IL,60099,"",1920 SHERIDAN ROAD,Highland Park,IL,60035,42.187245,-87.798079,0.8,rooftop,1920,Sheridan Rd,false,false,Lake County,US,Lake,"",Point,"[-87.798079, 42.187245]","",8.506034021649816,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca98,16,"50 TOWER CT , STE B",1/1/88,,GURNEE,LAKE,FMC - GURNEE,10,TRUE,Profit,142549,IL,60031,"","50 TOWER CT , STE B",Gurnee,IL,60031,42.356623,-87.897317,1,rooftop,50,Tower Ct,Ste,B,Lake County,US,Lake,"",Point,"[-87.897317, 42.356623]","",8.7333288313236,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebca9b,14,995 NORTH RANDALL ROAD,8/30/19,,ELGIN,KANE,DIALYSIS CARE CENTER - ELGIN,10,TRUE,Profit,142861,IL,60123,"",995 NORTH RANDALL ROAD,Elgin,IL,60123,42.052834,-88.339129,1,rooftop,995,N Randall Rd,false,false,Kane County,US,Kane,"",Point,"[-88.339129, 42.052834]","",6.730576442548196,"","",182,Algonquin,1512 S. Randall Rd,Algonquin,IL,60102
5f8f6ecd67bb5daf90ebcaa0,20,1657 OLD SKOKIE ROAD,4/27/15,,HIGHLAND PARK,LAKE,FMC - HIGHLAND,10,TRUE,Profit,142782,IL,60035,"",1657 OLD SKOKIE ROAD,Highland Park,IL,60035,42.18292,-87.821843,1,rooftop,1657,Old Skokie Rd,false,false,Lake County,US,Lake,"",Point,"[-87.821843, 42.18292]","",7.549563901308912,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebcaa1,17,691 EAST DUNDEE ROAD,6/9/11,,PALATINE,COOK,FMC - PALATINE DIALYSIS CENTER,10,TRUE,Profit,142723,IL,60074,"",691 EAST DUNDEE ROAD,Palatine,IL,60074,42.138662,-88.026701,1,rooftop,691,E Dundee Rd,false,false,Cook County,US,Cook,"",Point,"[-88.026701, 42.138662]","",7.826176894637534,"","",42,Vernon Hills,535 N. Lakeview,Vernon Hills,IL,60061
5f8f6ecd67bb5daf90ebcaa2,12,10370 HALIGUS ROAD,1/18/18,,HUNTLEY,MCHENRY,DAVITA HUNTLEY DIALYSIS,10,TRUE,Profit,142828,IL,60142,"",10370 HALIGUS ROAD,Huntley,IL,60142,42.201383,-88.398148,0.6,street_center,false,Haligus Rd,false,false,McHenry County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-88.398148, 42.201383]","",4.747095444497094,"","",182,Algonquin,1512 S. Randall Rd,Algonquin,IL,60102
5f8f6ecd67bb5daf90ebcaa3,31,550 N. UNIVERSITY BLVD,6/1/17,,INDIANAPOLIS,MARION,DAVITA UNIVERSITY DIALYSIS OF INDY,9,TRUE,Profit,152686,IN,46202,"",550 N. UNIVERSITY BLVD,Indianapolis,IN,46202,39.775505,-86.176752,1,rooftop,550,University Blvd,false,false,Marion County,US,Statewide,"",Point,"[-86.176752, 39.775505]","",8.852809813487836,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6ecd67bb5daf90ebcaa5,14,"1140 W JEFFERSON STREET, SUITE A",2/16/07,,FRANKLIN,JOHNSON,DAVITA FRANKLIN (IN) AT HOME,9,TRUE,Profit,152603,IN,46131,"","1140 W JEFFERSON STREET, SUITE A",Franklin,IN,46131,39.480135,-86.066597,1,range_interpolation,1140,W Jefferson St,Ste,A,Johnson County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-86.066597, 39.480135]","",10.749453654514763,"","",194,Greenwood,867 US 31 North,Greenwood,IN,46142
5f8f6ecd67bb5daf90ebcaab,20,3820 N COLLEGE AVENUE,10/22/18,,INDIANAPOLIS,MARION,DAVITA FALL CREEK,9,TRUE,Profit,152694,IN,46205,"",3820 N COLLEGE AVENUE,Indianapolis,IN,46205,39.825875,-86.145415,1,rooftop,3820,N College Ave,false,false,Marion County,US,Statewide,"",Point,"[-86.145415, 39.825875]","",7.295929063851052,"","",130,Castleton Mall,6001 E. 86th St,Indianapolis,IN,46250
5f8f6ecd67bb5daf90ebcab2,24,6826 MADISON AVENUE,1/18/18,,INDIANAPOLIS,MARION,"FRESENIUS MEDICAL CARE INDIANA, LLC",9,TRUE,Profit,152691,IN,46227,"",6826 MADISON AVENUE,Indianapolis,IN,46227,39.667951,-86.128571,1,range_interpolation,6826,Madison Ave,false,false,Marion County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-86.128571, 39.667951]","",2.6769105480127284,"","",194,Greenwood,867 US 31 North,Greenwood,IN,46142
5f8f6ecd67bb5daf90ebcabb,11,2309 S MILLER STREET   STE 100,1/10/97,,SHELBYVILLE,SHELBY,DAVITA BLUE RIVER VALLEY RENAL CENTER,9,TRUE,Profit,152545,IN,46176,"",2309 S MILLER STREET   STE 100,Shelbyville,IN,46176,39.502604,-85.788088,1,rooftop,2309,S Miller St,Ste,100,Shelby County,US,Statewide,"",Point,"[-85.788088, 39.502604]","",19.84272764703755,"","",194,Greenwood,867 US 31 North,Greenwood,IN,46142
5f8f6ecd67bb5daf90ebcabc,14,7840 MADISON AVE,11/15/13,,INDIANAPOLIS,MARION,INDIANA DIALYSIS COMPANY,9,TRUE,Profit,152657,IN,46227,"",7840 MADISON AVE,Indianapolis,IN,46227,39.651935,-86.122778,1,range_interpolation,7840,Madison Ave,false,false,Marion County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-86.122778, 39.651935]","",1.545322582415813,"","",194,Greenwood,867 US 31 North,Greenwood,IN,46142
5f8f6ecd67bb5daf90ebcacc,24,3834  SOUTH EMERSON AVENUE BUILDING B,6/12/89,,INDIANAPOLIS,MARION,DAVITA MARION COUNTY DIALYSIS,9,TRUE,Profit,152512,IN,46203,"",3834  SOUTH EMERSON AVENUE BUILDING B,Indianapolis,IN,46203,39.711323,-86.085236,1,rooftop,3834,S Emerson Ave,Ste,B,Marion County,US,Statewide,"",Point,"[-86.085236, 39.711323]","",5.977364324721388,"","",194,Greenwood,867 US 31 North,Greenwood,IN,46142
5f8f6ecd67bb5daf90ebcad5,12,180 EAST CARMEL DRIVE,4/2/08,,CARMEL,HAMILTON,DAVITA CARMEL DIALYSIS,9,TRUE,Profit,152620,IN,46032,"",180 EAST CARMEL DRIVE,Carmel,IN,46032,39.962183,-86.123724,1,rooftop,180,E Carmel Dr,false,false,Hamilton County,US,Hamilton,"",Point,"[-86.123724, 39.962183]","",4.633720245929679,"","",130,Castleton Mall,6001 E. 86th St,Indianapolis,IN,46250
5f8f6ecd67bb5daf90ebcad8,16,6925 SHORE TERRACE,12/3/13,,INDIANAPOLIS,MARION,DAVITA EAGLE HIGHLANDS DIALYSIS,9,TRUE,Profit,152658,IN,46254,"",6925 SHORE TERRACE,Indianapolis,IN,46254,39.82936,-86.282556,1,rooftop,6925,Shore Ter,false,false,Marion County,US,Statewide,"",Point,"[-86.282556, 39.82936]","",5.56015277696652,"","",131,West Indy,10299 East US 36,Avon,IN,46123
5f8f6ecd67bb5daf90ebcadb,48,2480 NORTH MERIDIAN STREET,10/1/81,,INDIANAPOLIS,MARION,FMC - INDIANAPOLIS,9,TRUE,Profit,152500,IN,46208,"",2480 NORTH MERIDIAN STREET,Indianapolis,IN,46208,39.802368,-86.157418,1,rooftop,2480,N Meridian St,false,false,Marion County,US,Statewide,"",Point,"[-86.157418, 39.802368]","",9.001256879812106,"","",130,Castleton Mall,6001 E. 86th St,Indianapolis,IN,46250
5f8f6ecd67bb5daf90ebcae3,36,6701 E. 21ST STREET,8/6/86,,INDIANAPOLIS,MARION,FMC - INDIANAPOLIS-EAST,9,TRUE,Profit,152502,IN,46219,"",6701 E. 21ST STREET,Indianapolis,IN,46219,39.796242,-86.052567,1,range_interpolation,6701,E 21st St,false,false,Marion County,US,TIGER/Line® dataset from the US Census Bureau,"",Point,"[-86.052567, 39.796242]","",8.033731055864564,"","",130,Castleton Mall,6001 E. 86th St,Indianapolis,IN,46250
5f8f6ecd67bb5daf90ebcae5,25,1225 W 86TH STREET,2/1/93,,INDIANAPOLIS,MARION,FMC - INDIANAPOLIS-NORTH,9,TRUE,Profit,152525,IN,46260,"",1225 W 86TH STREET,Indianapolis,IN,46260,39.911678,-86.180859,1,rooftop,1225,W 86th St,false,false,Marion County,US,Statewide,"",Point,"[-86.180859, 39.911678]","",6.096678493799042,"","",130,Castleton Mall,6001 E. 86th St,Indianapolis,IN,46250
5f8f6ecd67bb5daf90ebcaec,13,"2460 INTELLIPLEX DRIVE, SUITE 120",8/22/19,,SHELBYVILLE,SHELBY,"USRC MHP, LLC",9,TRUE,Profit,152702,IN,46176,"","2460 INTELLIPLEX DRIVE, SUITE 120",Shelbyville,IN,46176,39.559872,-85.786738,0.71,nearest_rooftop_match,2455,Intelliplex Dr,Ste,120,Shelby County,US,Statewide,"",Point,"[-85.786738, 39.559872]","",18.496767418533995,"","",194,Greenwood,867 US 31 North,Greenwood,IN,46142
