"Provider Number",Network,"Facility Name","Address Line 1",City,State,Zip,County,"Profit or Non-Profit","Chain Organization","# of Dialysis Stations","Offers in-center hemodialysis","Certification or Recertification Date",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
742528,14,"DAVITA CANUTILLO DIALYSIS","7251 S DESERT BLVD","EL PASO",TX,79835,"EL PASO",Profit,DAVITA,25,TRUE,3/13/19,31.90698,-106.583402,0.6,street_center,,"S Desert Blvd",,,Canutillo,TX,"El Paso County",79835,US,"TIGER/Line® dataset from the US Census Bureau"
742550,14,"RENAL TREATMENT CENTERS OF SOUTHEAST, LP","1307 CAMERON ST",MERCEDES,TX,78570,HIDALGO,Profit,DAVITA,21,TRUE,8/28/19,26.154301,-97.92426,1,rooftop,1307,"Cameron St",,,Mercedes,TX,"Hidalgo County",78570,US,Hidalgo
672624,14,"USRC FRIENDSWOOD DIALYSIS","3324 EAST F.M. 528",FRIENDSWOOD,TX,77546,GALVESTON,Profit,"US RENAL CARE, INC.",12,TRUE,12/3/09,29.521703,-95.16923,1,range_interpolation,3324,"E FM 528th Rd",,,Friendswood,TX,"Harris County",77546,US,"TIGER/Line® dataset from the US Census Bureau"
452785,14,"WEST TYLER DIALYSIS","3600 WEST ERWIN",TYLER,TX,75702,SMITH,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,10/18/98,32.352479,-95.341777,1,rooftop,3600,"W Erwin St",,,Tyler,TX,"Smith County",75702,US,Smith
672543,14,"US RENAL CARE TARRANT DIALYSIS CENTER WEATHERFORD","504 SANTE FE",WEATHERFORD,TX,76086,PARKER,Profit,"TARRANT DIALYSIS CENTERS",19,TRUE,7/10/06,32.753687,-97.789616,1,rooftop,504,"Santa Fe Dr",,,Weatherford,TX,"Parker County",76086,US,Parker
452604,14,"WEST TEXAS DIALYSIS CENTER","501 BIRDWELL LANE","BIG SPRING",TX,79720,HOWARD,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,2/17/88,32.262915,-101.455099,0.7,range_interpolation,501,"N Birdwell Ln",,,"Big Spring",TX,"Howard County",79720,US,"TIGER/Line® dataset from the US Census Bureau"
672727,14,"DAVITA TEXAS CITY PD","13003 DELANY ST","LA MARQUE",TX,77568,GALVESTON,Profit,DAVITA,0,FALSE,6/19/14,29.387037,-95.02073,0.5,range_interpolation,13003,"Delaney Rd",,,"La Marque",TX,"Galveston County",77568,US,"TIGER/Line® dataset from the US Census Bureau"
452576,14,"FRESENIUS MEDICAL CARE SOUTHWEST HOUSTON DIALYSIS CENTER","8303 CREEK BEND",HOUSTON,TX,77071,HARRIS,Profit,"FRESENIUS MEDICAL CARE",30,TRUE,5/7/86,29.664876,-95.525861,0.6,rooftop,8303,"Creekbend Dr",,,Houston,TX,"Harris County",77071,US,"Greater Houston"
672899,14,"DAVITA LAMARQUE DIALYSIS","7236 MEDICAL CENTER DR","TEXAS CITY",TX,77591,GALVESTON,Profit,DAVITA,16,TRUE,11/7/18,29.395036,-94.990578,1,rooftop,7236,"Medical Center Dr",,,"Texas City",TX,"Galveston County",77591,US,Galveston
672839,14,"FMC ROLLING PLAINS, LLC","100 EAST ARIZONA",SWEETWATER,TX,79556,NOLAN,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,2/22/18,32.452765,-100.398769,1,rooftop,100,"E Arizona Ave",,,Sweetwater,TX,"Nolan County",79556,US,"Statewide Partial"
452830,14,"KIDNEY CENTER OF JASPER","930 MARVIN HANCOCK DRIVE",JASPER,TX,75951,JASPER,Profit,"AMERICAN RENAL ASSOCIATES",21,TRUE,8/3/01,30.911416,-94.008253,1,rooftop,930,"Marvin Hancock Dr",,,Jasper,TX,"Jasper County",75951,US,"Statewide Partial"
452772,14,"ALVIN DIALYSIS CENTER","2625 S LOOP 35 STE 154",ALVIN,TX,77511,BRAZORIA,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,2/6/98,29.401482,-95.241712,1,rooftop,2625,"S Loop 35",Ste,35,Alvin,TX,"Brazoria County",77511,US,"Statewide Partial"
452870,14,"US RENAL CARE MID VALLEY WESLACO DIALYSIS","1005 S. AIRPORT DRIVE",WESLACO,TX,78596,HIDALGO,Profit,"US RENAL CARE, INC.",25,TRUE,11/13/03,26.150047,-97.973853,1,rooftop,1005,"S Airport Dr",,,Weslaco,TX,"Hidalgo County",78596,US,"Hidalgo County"
672817,14,"DAVITA MONTANA VISTA DIALYSIS","2204 JOE BATTLE BLVD ""A""","EL PASO",TX,79938,"EL PASO",Profit,DAVITA,24,TRUE,8/8/17,31.776978,-106.266822,0.71,nearest_rooftop_match,2210,"Joe Battle Blvd Nb",,,"El Paso",TX,"El Paso County",79938,US,"El Paso"
672531,14,"DAVITA GRAPEVINE DIALYSIS","1651 W. NORTHWEST HWY",GRAPEVINE,TX,76051,TARRANT,Profit,DAVITA,30,TRUE,11/15/05,32.940192,-97.093775,1,rooftop,1651,"W Northwest Hwy",,,Grapevine,TX,"Tarrant County",76051,US,"Tarrant County"
672537,14,"DAVITA SUMMIT DIALYSIS CENTER","3150 POLK STREET",HOUSTON,TX,77003,HARRIS,Profit,DAVITA,12,TRUE,3/10/06,29.743011,-95.348516,1,rooftop,3150,"Polk St",,,Houston,TX,"Harris County",77003,US,"Greater Houston"
672682,14,"DAVITA DUMAS DIALYSIS","109 BINKLEY AVE",DUMAS,TX,79029,MOORE,Profit,DAVITA,8,TRUE,2/6/12,35.864917,-101.968595,1,rooftop,109,"Binkley Ave",,,Dumas,TX,"Moore County",79029,US,"Statewide Partial"
452787,14,"DAVITA SPRING DIALYSIS","607 TIMBERDALE LANE, SUITE 100",HOUSTON,TX,77090,HARRIS,Profit,DAVITA,18,TRUE,10/7/98,30.020134,-95.439259,1,rooftop,607,"Timberdale Ln",Ste,100,Houston,TX,"Harris County",77090,US,"Greater Houston"
452612,14,"DAVITA SAGEMONT DIALYSIS","1823 BROADWAY ST",PEARLAND,TX,77581,BRAZORIA,Profit,DAVITA,17,TRUE,9/13/88,29.54793,-95.239409,1,range_interpolation,1823,"Broadway St",,,Pearland,TX,"Brazoria County",77581,US,"TIGER/Line® dataset from the US Census Bureau"
672854,14,"DSI CHINATOWN HEMODIALYSIS, LLC","7329 W HOUSTON PARKWAY S, SUITE 101B",HOUSTON,TX,77072,HARRIS,Profit,"US RENAL CARE, INC.",13,TRUE,6/29/18,29.650341,-95.223477,0.5,range_interpolation,7329,"State Hwy 3",Ste,101B,Houston,TX,"Harris County",77034,US,"TIGER/Line® dataset from the US Census Bureau"
672748,14,"LIBERTY DIALYSIS - WYLIE MURPHY","2300 W FM 544",WYLIE,TX,75098,COLLIN,Profit,"US RENAL CARE, INC.",18,TRUE,9/17/14,33.00819,-96.564167,1,rooftop,2300,"W FM 544",,,Wylie,TX,"Collin County",75098,US,Plano
452689,14,"TRINITY DIALYSIS CENTER","1210 ALSTON","FORT WORTH",TX,76104,TARRANT,Profit,"FRESENIUS MEDICAL CARE",28,TRUE,10/18/94,32.731621,-97.334429,1,rooftop,1210,Alston,,,"Fort Worth",TX,"Tarrant County",76104,US,Tarrant
452835,14,"BEAUMONT KIDNEY CENTER","1085 S. 23RD STREET",BEAUMONT,TX,77707,JEFFERSON,Profit,"AMERICAN RENAL ASSOCIATES",30,TRUE,10/24/01,30.066419,-94.142582,1,rooftop,1085,"23rd St S",,,Beaumont,TX,"Jefferson County",77707,US,"City of Beaumont"
453501,14,"SCOTT & WHITE KILLEEN DIALYSIS CENTER","3701 SCOTT & WHITE DRIVE",KILLEEN,TX,76541,BELL,Non-Profit,"SCOTT & WHITE MEMORIAL HOSPITAL",18,TRUE,9/1/00,31.137631,-97.725896,0.5,street_center,,"Scott Ave",,,Killeen,TX,"Bell County",76544,US,"TIGER/Line® dataset from the US Census Bureau"
742536,14,"EGONSA DIALYSIS, LLC","2500 SOUTH JACKSON RD",MCALLEN,TX,78503,HIDALGO,Profit,DAVITA,21,TRUE,4/17/19,26.170132,-98.208763,0.8,range_interpolation,2500,"S Jackson Rd",,,Pharr,TX,"Hidalgo County",78577,US,"TIGER/Line® dataset from the US Census Bureau"
672583,14,"DAVITA MED-CENTER AT HOME","7580 FANNIN STREET, SUITE 230",HOUSTON,TX,77054,HARRIS,Profit,DAVITA,4,TRUE,10/10/07,29.693378,-95.401139,1,rooftop,7580,"Fannin St",Ste,230,Houston,TX,"Harris County",77054,US,Harris
742523,14,"DECATUR HOME DIALYSIS, LLC","2301 S FM 51 STE 600",DECATUR,TX,76234,WISE,Profit,INDEPENDENT,1,FALSE,2/19/19,33.214519,-97.596987,1,rooftop,2301,"S FM 51",Ste,51,Decatur,TX,"Wise County",76234,US,Wise
672881,14,"FRESENIUS MEDICAL CARE NORTHSIDE DIALYSIS, LLC","235 FM 1960 RD W STE 235C",HOUSTON,TX,77090,HARRIS,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,9/13/18,30.019182,-95.432222,1,rooftop,235,"Farm To Market Rd 1960th Rd W",Ste,235C,Houston,TX,"Harris County",77090,US,"Greater Houston"
672502,14,"US RENAL CARE MISSION DIALYSIS","1300 SOUTH BRYAN ROAD",MISSION,TX,78572,HIDALGO,Profit,INDEPENDENT,24,TRUE,1/14/05,26.296136,-98.296062,0.6,range_interpolation,1300,"Bryan Rd",,,Mission,TX,"Hidalgo County",78572,US,"TIGER/Line® dataset from the US Census Bureau"
672807,14,"DAVITA RENAL CENTER OF FLOWER MOUND","4941 LONG PRAIRIE RD","FLOWER MOUND",TX,75028,DENTON,Profit,"RENAL VENTURES MANAGEMENT",13,TRUE,5/2/17,33.051992,-97.075146,1,rooftop,4941,"Long Prairie Rd",,,"Flower Mound",TX,"Denton County",75028,US,"City of Flower Mound"
672607,14,"US RENAL CARE CANTON DIALYSIS","400 EAST STATE HIGHWAY 243, SUITE 14",CANTON,TX,75103,"VAN ZANDT",Profit,"US RENAL CARE, INC.",13,TRUE,8/10/09,32.545199,-95.859062,1,rooftop,400,"E State Highway 243",Ste,243,Canton,TX,"Van Zandt County",75103,US,"Statewide Partial"
452530,14,"DAVITA SAN JACINTO DIALYSIS","11430 E FREEWAY",HOUSTON,TX,77029,HARRIS,Profit,DAVITA,17,TRUE,4/27/79,29.769837,-95.229624,1,rooftop,11430,"East Fwy",,,Houston,TX,"Harris County",77029,US,"Greater Houston"
672554,14,"US RENAL CARE TARRANT DIALYSIS NORTH RICHLAND HILLS","6455 HILLTOP DR,  SUITE 112","NORTH RICHLAND HILLS",TX,76180,TARRANT,Profit,"US RENAL CARE, INC.",15,TRUE,12/13/06,32.845638,-97.239555,1,rooftop,6455,"Hilltop Dr",Ste,112,"North Richland Hills",TX,"Tarrant County",76180,US,"North Richland Hills"
672525,14,"DAVITA ARLINGTON DIALYSIS","1250 E. PIONEER PARKWAY",ARLINGTON,TX,76010,TARRANT,Profit,DAVITA,12,TRUE,10/31/05,32.707769,-97.09188,1,range_interpolation,1250,"E Pioneer Pkwy",,,Arlington,TX,"Tarrant County",76010,US,"TIGER/Line® dataset from the US Census Bureau"
672726,14,"DAVITA BALCH SPRINGS DIALYSIS","12001 ELAM ROAD","BALCH SPRINGS",TX,75180,DALLAS,Profit,DAVITA,13,TRUE,5/21/14,32.719745,-96.619376,1,rooftop,12001,"Elam Rd",,,"Balch Springs",TX,"Dallas County",75180,US,Dallas
452748,14,"RCG PARIS","633 STONE AVE",PARIS,TX,75460,LAMAR,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,10/15/96,33.690679,-95.549137,1,rooftop,633,"Stone Ave",,,Paris,TX,"Lamar County",75460,US,Lamar
742518,14,"FRESENIUS MEDICAL CARE EL PASO TRANSMOUNTAIN, LLC","10112 DYER ST","EL PASO",TX,79924,"EL PASO",Profit,"FRESENIUS MEDICAL CARE",13,TRUE,1/25/19,31.903305,-106.405805,1,range_interpolation,10112,"Dyer St",,,"El Paso",TX,"El Paso County",79924,US,"TIGER/Line® dataset from the US Census Bureau"
672577,14,"RSA SCHERTZ","5000 BAPTIST HEALTH DR STE 124",SCHERTZ,TX,78154,GUADALUPE,Profit,"US RENAL CARE, INC.",16,TRUE,11/8/07,29.598923,-98.274152,1,rooftop,5000,"Baptist Health Dr",Ste,124,Schertz,TX,"Guadalupe County",78154,US,Guadalupe
742533,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC","13730 ALICE RD STE D",TOMBALL,TX,77377,HARRIS,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,4/17/19,30.077762,-95.630187,1,rooftop,13730,"Alice Rd",Ste,D,Tomball,TX,"Harris County",77377,US,Harris
452651,14,"DAVITA CENTRAL CITY DIALYSIS","1310 MURCHISON DRIVE","EL PASO",TX,79902,"EL PASO",Profit,DAVITA,28,TRUE,2/9/93,31.778483,-106.485938,1,rooftop,1310,"Murchison Dr",,,"El Paso",TX,"El Paso County",79902,US,"El Paso"
452738,14,"FMC EAST CENTRAL HOUSTON","6830 CAPITOL ST",HOUSTON,TX,77011,HARRIS,Profit,"FRESENIUS MEDICAL CARE",20,TRUE,6/13/96,29.734954,-95.305884,1,rooftop,6830,"Capitol St",,,Houston,TX,"Harris County",77011,US,"Greater Houston"
452822,14,"DAVITA DALLAS EAST DIALYSIS","3402 NORTH BUCKNER BLVD",DALLAS,TX,75228,DALLAS,Profit,DAVITA,32,TRUE,11/8/00,32.804557,-96.680816,1,rooftop,3402,"N Buckner Blvd",,,Dallas,TX,"Dallas County",75228,US,Dallas
672792,14,"WOODLANDS HOME THERAPIES","1644 RESEARCH FOREST DRIVE",SHENANDOAH,TX,77381,MONTGOMERY,Profit,"FRESENIUS MEDICAL CARE",0,TRUE,10/17/16,30.178166,-95.460937,1,rooftop,1644,"Research Forest Dr",,,Shenandoah,TX,"Montgomery County",77381,US,Montgomery
672514,14,"US RENAL CARE SAN BENITO DIALYSIS","910 NORTH MCCULLOUGH STREET","SAN BENITO",TX,78586,CAMERON,Profit,"US RENAL CARE, INC.",25,TRUE,8/24/05,26.133368,-97.619922,1,range_interpolation,910,"N McCullough St",,,"San Benito",TX,"Cameron County",78586,US,"TIGER/Line® dataset from the US Census Bureau"
672688,14,"SNG LUFKIN DIALYSIS CENTER","1520 WEST FRANK AVE",LUFKIN,TX,75904,ANGELINA,Non-Profit,"SANKAR NEPHROLOGY GROUP",25,TRUE,11/10/81,31.335223,-94.749559,1,range_interpolation,1520,"W Frank Ave",,,Lufkin,TX,"Angelina County",75904,US,"TIGER/Line® dataset from the US Census Bureau"
672702,14,"DAVITA WYLIE DIALYSIS","941 SOUTH WESTGATE WAY",WYLIE,TX,75098,COLLIN,Profit,DAVITA,15,TRUE,4/4/13,33.005921,-96.554098,1,rooftop,941,"S Westgate Way",,,Wylie,TX,"Collin County",75098,US,Plano
672787,14,"DAVITA WEST HOUSTON HOME DIALYSIS","1319 SAM HOUSTON PKWY N, STE 130",HOUSTON,TX,77043,HARRIS,Profit,DAVITA,1,FALSE,8/30/16,29.796119,-95.56469,1,rooftop,1319,"W Sam Houston N Pkwy",Ste,130,Houston,TX,"Harris County",77043,US,"City of Houston"
672666,14,"BAY CITY REGIONAL DIALYSIS CENTER","200 MEDICAL CENTER COURT, SUITE 200","BAY CITY",TX,77414,MATAGORDA,Profit,"AMERICAN RENAL ASSOCIATES",16,TRUE,4/1/11,28.979796,-95.993859,1,rooftop,200,"Medical Center Ct",Ste,200,"Bay City",TX,"Matagorda County",77414,US,Matagorda
672595,14,"DAVITA PORT LAVACA DIALYSIS","1300 NORTH VIRGINIA STREET","PORT LAVACA",TX,77979,CALHOUN,Profit,DAVITA,10,TRUE,10/1/08,28.623986,-96.634346,1,range_interpolation,1300,"N Virginia St",,,"Port Lavaca",TX,"Calhoun County",77979,US,"TIGER/Line® dataset from the US Census Bureau"
452661,14,"DAVITA LIVINGSTON DIALYSIS CENTER","209 WEST PARK DRIVE",LIVINGSTON,TX,77351,POLK,Profit,DAVITA,12,TRUE,11/3/93,30.729866,-94.942952,1,rooftop,209,"W Park Dr",,,Livingston,TX,"Polk County",77351,US,"Statewide Partial"
452660,14,"FRESENIUS MEDICAL CARE HEREFORD","533 N 25 MILE AVE STE A",HEREFORD,TX,79045,"DEAF SMITH",Profit,"FRESENIUS MEDICAL CARE",12,TRUE,9/30/93,34.834006,-102.406981,1,rooftop,533,"N 25 Mile Ave",Ste,A,Hereford,TX,"Deaf Smith County",79045,US,"Statewide Partial"
672648,14,"DIALYSIS SERVICES OF ALLEN","925 EXCHANGE PARKWAY",ALLEN,TX,75013,COLLIN,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,7/28/10,33.115109,-96.67712,1,rooftop,925,"W Exchange Pkwy",,,Allen,TX,"Collin County",75013,US,Plano
672755,14,"WHARTON DIALYSIS CARE","205 N ALABAMA ROAD",WHARTON,TX,77488,WHARTON,Profit,"AMERICAN RENAL ASSOCIATES",17,TRUE,3/20/15,29.308893,-96.089807,1,range_interpolation,205,"N Alabama Rd",,,Wharton,TX,"Wharton County",77488,US,"TIGER/Line® dataset from the US Census Bureau"
452847,14,"DAVITA PIN OAK DIALYSIS","24968 KATY RANCH RD UNIT 500",KATY,TX,77494,"FORT BEND",Profit,DAVITA,20,TRUE,8/21/02,29.782545,-95.797485,1,rooftop,24968,"Katy Ranch Rd",Unit,500,Katy,TX,"Harris County",77494,US,"City of Houston"
452865,14,"FMC DIALYSIS SERVICES OF INGRAM","6945 ALAMO DOWNS PARKWAY","SAN ANTONIO",TX,78238,BEXAR,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,7/14/03,29.455243,-98.619212,1,rooftop,6945,"Alamo Downs Pkwy",,,"San Antonio",TX,"Bexar County",78238,US,"City of San Antonio"
672733,14,"DAVITA WEST BELLFORT DIALYSIS","21026 W. BELLFORT",RICHMOND,TX,77406,"FORT BEND",Profit,DAVITA,12,TRUE,7/24/14,29.664718,-95.747953,1,rooftop,21026,"W Bellfort St",,,Richmond,TX,"Fort Bend County",77406,US,"Fort Bend"
672866,14,"USRC ROWLETT, LLC","7600 LAKEVIEW PARKWAY",ROWLETT,TX,75088,DALLAS,Profit,"US RENAL CARE, INC.",13,TRUE,7/20/18,32.912321,-96.526916,1,rooftop,7600,"Lakeview Pkwy",,,Rowlett,TX,"Dallas County",75088,US,Dallas
452808,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC","1301 S MARTIN LUTHER KING DR",ORANGE,TX,77630,ORANGE,Profit,"FRESENIUS MEDICAL CARE",9,TRUE,3/22/00,30.102873,-93.781346,1,rooftop,1301,"Martin Luther King Jr Dr",,,Orange,TX,"Orange County",77630,US,Orange
672871,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC.","3 WINDCREST NATIONAL",MAGNOLIA,TX,77354,MONTGOMERY,Profit,"FRESENIUS MEDICAL CARE",13,TRUE,8/29/18,30.233328,-95.550188,0.33,place,,,,,Magnolia,TX,"Montgomery County",77354,US,"TIGER/Line® dataset from the US Census Bureau"
452777,14,"FMC - ALAMO CITY DIALYSIS","805 CAMDEN ST","SAN ANTONIO",TX,78215,BEXAR,Profit,"FRESENIUS MEDICAL CARE",28,TRUE,5/6/98,29.438231,-98.487125,1,rooftop,805,"Camden St",,,"San Antonio",TX,"Bexar County",78215,US,"City of San Antonio"
672760,14,"FRESENIUS MEDICAL CARE BAYTOWN NORTH","4816 EAST CHASE STREET",BAYTOWN,TX,77521,HARRIS,Profit,"FRESENIUS MEDICAL CARE",16,TRUE,10/1/15,29.807303,-94.98528,0.72,nearest_rooftop_match,4815,"E Chase St",,,Baytown,TX,"Harris County",77521,US,"City of Houston"
672632,14,"DAVITA CENTRAL DALLAS DIALYSIS","9500 NORTH CENTRAL EXPRESSWAY",DALLAS,TX,75231,DALLAS,Profit,DAVITA,16,TRUE,3/9/10,32.878316,-96.769143,1,rooftop,9500,"N Central Expy",,,Dallas,TX,"Dallas County",75231,US,Dallas
452585,14,"WESLACO DIALYSIS FACILITY","1614 E COMMERCIAL DRIVE",WESLACO,TX,78599,HIDALGO,Profit,"FRESENIUS MEDICAL CARE",29,TRUE,8/20/86,26.173206,-97.974966,0.9,range_interpolation,1614,"E Commercial Dr",,,Weslaco,TX,"Hidalgo County",78596,US,"TIGER/Line® dataset from the US Census Bureau"
452853,14,"SATELLITE HEALTHCARE SOUTHEAST LAREDO","4151 JAIME ZAPATA MEMORIAL HWY",LAREDO,TX,78046,WEBB,Profit,"SATELLITE HEALTHCARE",25,TRUE,10/15/02,27.494698,-99.45094,1,rooftop,4151,"Jaime Zapata Memorial Hwy",,,Laredo,TX,"Webb County",78046,US,Webb
452685,14,"METRO EAST DIALYSIS CENTER","909 GROSS RD",MESQUITE,TX,75149,DALLAS,Profit,"FRESENIUS MEDICAL CARE",28,TRUE,9/27/94,32.777599,-96.620726,1,rooftop,909,"Gross Rd",,,Mesquite,TX,"Dallas County",75149,US,Dallas
672744,14,"LIBERTY DIALYSIS HUNTSVILLE","540 I-45 SOUTH",HUNTSVILLE,TX,77340,WALKER,Profit,"FRESENIUS MEDICAL CARE",17,TRUE,10/13/14,30.697264,-95.554225,0.9,rooftop,540,"Ih 45 S",,,Huntsville,TX,"Walker County",77340,US,Walker
672834,14,"FRESENIUS KIDNEY CARE CONCHO VALLEY, LLC","2018 PULLIAM STREET","SAN ANGELO",TX,76905,"TOM GREEN",Profit,"FRESENIUS MEDICAL CARE",24,TRUE,8/3/17,31.471467,-100.402302,1,rooftop,2018,"Pulliam St",,,"San Angelo",TX,"Tom Green County",76905,US,"Statewide Partial"
672781,14,"DAVITA JERSEY VILLAGE DIALYSIS","8787 FALLBROOK DR",HOUSTON,TX,77064,HARRIS,Profit,INDEPENDENT,12,TRUE,7/27/16,29.924802,-95.557736,1,range_interpolation,8787,"Fallbrook Dr",,,Houston,TX,"Harris County",77064,US,"TIGER/Line® dataset from the US Census Bureau"
672561,14,"FRESENIUS MEDICAL CARE MUSEUM DISTRICT","4407 YOAKUM BLVD",HOUSTON,TX,77006,HARRIS,Profit,"FRESENIUS MEDICAL CARE",24,TRUE,2/7/07,29.733468,-95.391968,1,rooftop,4407,"Yoakum Blvd",,,Houston,TX,"Harris County",77006,US,"Greater Houston"
452703,14,"DAVITA BROOKRIVER DIALYSIS","8101 BROOKRIVER DRIVE",DALLAS,TX,75247,DALLAS,Profit,DAVITA,20,TRUE,1/13/95,32.823136,-96.868554,1,rooftop,8101,"Brookriver Dr",,,Dallas,TX,"Dallas County",75247,US,Dallas
452380,14,"DRISCOLL CHILDREN'S HOSPITAL DIALYSIS UNIT","3533 ALAMEDA","CORPUS CHRISTI",TX,78411,NUECES,Non-Profit,INDEPENDENT,5,TRUE,4/8/05,27.748559,-97.386352,0.9,rooftop,3533,"S Alameda St",,,"Corpus Christi",TX,"Nueces County",78411,US,Nueces
672602,14,"FRESENIUS MEDICAL CARE BRAZOS","1730 B.F. TERRY BOULEVARD",ROSENBERG,TX,77471,"FORT BEND",Profit,"FRESENIUS MEDICAL CARE",21,TRUE,7/8/09,29.553695,-95.766927,1,rooftop,1730,"B F Terry Blvd",,,Rosenberg,TX,"Fort Bend County",77471,US,"City of Rosenberg"
672643,14,"AQUA DIALYSIS FORT BEND LLC","12220 MURPHY RD STE R",STAFFORD,TX,77477,"FORT BEND",Profit,INDEPENDENT,16,TRUE,7/14/10,29.644003,-95.565885,1,rooftop,12220,"Murphy Rd",Ste,R,Stafford,TX,"Fort Bend County",77477,US,"Greater Houston"
672637,14,"USRC TARRANT DIALYSIS WEST FORT WORTH","1704 SOUTH CHERRY LANE, SUITE 200","WHITE SETTLEMENT",TX,76108,TARRANT,Profit,"US RENAL CARE, INC.",12,TRUE,1/14/10,32.742482,-97.451879,1,range_interpolation,1704,"S Cherry Ln",Ste,200,"Fort Worth",TX,"Tarrant County",76108,US,"TIGER/Line® dataset from the US Census Bureau"
672588,14,"DIALYSIS SERVICES OF WEST TEXAS","500 WEST 5TH STREET","DENVER CITY",TX,79323,YOAKUM,Non-Profit,INDEPENDENT,12,TRUE,1/1/08,32.969363,-102.834141,1,rooftop,500,"W 5th St",,,"Denver City",TX,"Yoakum County",79323,US,"Statewide Partial"
452517,14,"BIO-MEDICAL APPLICATIONS OF TEXAS, INC","350 N EXPRESSWAY",BROWNSVILLE,TX,78521,CAMERON,Profit,"FRESENIUS MEDICAL CARE",32,TRUE,8/31/77,25.943923,-97.317944,0.33,place,,,,,Brownsville,TX,"Cameron County",78521,US,"TIGER/Line® dataset from the US Census Bureau"
742500,14,"HIGDEN DIALYSIS, LLC","9340 HIGHWAY 6 STE 400","MISSOURI CITY",TX,77459,"FORT BEND",Profit,DAVITA,24,TRUE,11/1/18,29.537901,-95.529005,0.45,nearest_rooftop_match,9303,"Sh 6 S",Ste,6,"Missouri City",TX,"Fort Bend County",77459,US,"Fort Bend"
672722,14,"FRESENIUS MEDICAL CARE ABILENE LONE STAR","349 SOUTH DANVILLE DRIVE",ABILENE,TX,79605,TAYLOR,Profit,"FRESENIUS MEDICAL CARE",19,TRUE,4/15/14,32.447409,-99.786162,1,rooftop,349,"S Danville Dr",,,Abilene,TX,"Taylor County",79605,US,"City of Abilene"
452553,14,"FRESENIUS MEDICAL CARE CORSICANA","1321 W 2ND AVE",CORSICANA,TX,75110,NAVARRO,Profit,"FRESENIUS MEDICAL CARE",21,TRUE,4/4/83,32.090955,-96.478187,1,rooftop,1321,"W 2nd Ave",,,Corsicana,TX,"Navarro County",75110,US,Navarro
452884,14,"DAVITA DALLAS NORTH DIALYSIS CENTER","11886 GREENVILLE AVE",DALLAS,TX,75243,DALLAS,Profit,DAVITA,12,TRUE,6/17/04,32.910478,-96.745094,1,rooftop,11886,"Greenville Ave",,,Dallas,TX,"Dallas County",75243,US,Dallas
672509,14,"CROSBY DIALYSIS FACILITY","6107 FM 2100",CROSBY,TX,77532,HARRIS,Profit,"FRESENIUS MEDICAL CARE",12,TRUE,6/3/05,29.915545,-95.070434,1,rooftop,6107,"Farm To Market Rd 2100",,,Crosby,TX,"Harris County",77532,US,Harris
452734,14,"DAVITA GONZALES DIALYSIS CENTER","1406 NORTH SARAH DEWITT",GONZALES,TX,78629,GONZALES,Profit,DAVITA,16,TRUE,5/3/96,29.520652,-97.446552,1,range_interpolation,1406,"N Sarah Dewitt Dr",,,Gonzales,TX,"Gonzales County",78629,US,"TIGER/Line® dataset from the US Census Bureau"
672802,14,"DAVITA TANNER DIALYSIS","5655 W SAM HOUSTON PKWY N STE A",HOUSTON,TX,77041,HARRIS,Profit,DAVITA,16,TRUE,3/20/17,29.849329,-95.565316,1,rooftop,5655,"W Sam Houston N Pkwy",Ste,A,Houston,TX,"Harris County",77041,US,"City of Houston"
742555,14,"NICONA DIALYSIS LLC","9010 BRODIE LN BLDG A",AUSTIN,TX,78748,TRAVIS,Profit,DAVITA,14,TRUE,12/2/19,30.194016,-97.843669,1,rooftop,9010,"Brodie Ln",Bldg,A,Austin,TX,"Travis County",78748,US,"City of Austin"
672700,14,"US RENAL CARE SOUTH EL PASO DIALYSIS","10651 NORTH LOOP",SOCORRO,TX,79927,"EL PASO",Profit,"US RENAL CARE, INC.",12,TRUE,1/31/13,31.65571,-106.269805,1,rooftop,10651,"N Loop Dr",,,Socorro,TX,"El Paso County",79927,US,"El Paso"
672613,14,"DAVITA HOME AT THE MUSEUM PD","7505 S MAIN",HOUSTON,TX,77030,HARRIS,Profit,"MARSHER DIALYSIS LLC",4,FALSE,10/19/09,29.700178,-95.40963,1,range_interpolation,7505,"S Main St",,,Houston,TX,"Harris County",77030,US,"TIGER/Line® dataset from the US Census Bureau"
