Provider Number,Network,Facility Name,Address Line 1,City,State,Zip,County,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Certification or Recertification Date
162556,12,FMC CLINE FAMILY DIALYSIS CENTER,1040 N 18TH ST,CENTERVILLE,IA,52544,APPANOOSE,Profit,FRESENIUS MEDICAL CARE,10,TRUE,2/1/13
163502,12,MAYO CLINIC HOSP-DYLS,901 MONTGOMERY ST.,DECORAH,IA,52101,WINNESHIEK,Non-Profit,INDEPENDENT,4,TRUE,2/13/96
162506,12,DAVITA WEST DES MOINES DIALYSIS,6800 LAKE DR #185,WEST DES MOINES,IA,50266,POLK,Profit,DAVITA,10,TRUE,1/1/96
162529,12,DAVITA RIVERPOINT DIALYSIS UNIT,501 SW 7TH ST STE B,DES MOINES,IA,50309,POLK,Profit,DAVITA,16,TRUE,3/16/04
162540,12,"SOUTHEASTERN RENAL DIALYSIS, L.C. - FAIRFIELD",2000 S MAIN ST,FAIRFIELD,IA,52556,JEFFERSON,Profit,INDEPENDENT,10,TRUE,2/9/09
162324,12,WAYNE COUNTY HOSPITAL ESRD,417 S. EAST ST.,CORYDON,IA,50060,WAYNE,Non-Profit,INDEPENDENT,5,TRUE,6/1/00
162520,12,DAVITA ATLANTIC DIALYSIS,1500 E 10TH STREET,ATLANTIC,IA,50022,CASS,Profit,DAVITA,6,TRUE,6/20/00
162525,12,FMC MIDWEST DIALYSIS,4000 INDIAN HILLS DR,SIOUX CITY,IA,51108,WOODBURY,Profit,FRESENIUS MEDICAL CARE,16,TRUE,12/4/02
162314,12,SAINT ANTHONYS REGIONAL HOSPITAL,311 S CLARK ST,CARROLL,IA,51401,CARROLL,Non-Profit,INDEPENDENT,12,TRUE,4/9/93
162557,12,DAVITA ANKENY DIALYSIS,2625 N ANKENY BLVD,ANKENY,IA,50023,POLK,Profit,DAVITA,12,TRUE,9/17/14
162559,12,DAVITA E.A. MOTTO DIALYSIS,1228 E RUSHOLME ST #1000,DAVENPORT,IA,52803,SCOTT,Profit,DAVITA,24,TRUE,10/1/14
162533,12,DAVITA EAST DES MOINES DIALYSIS,1301 PENNSYLVANIA AVE STE 208,DES MOINES,IA,50316,POLK,Profit,DAVITA,16,TRUE,5/11/05
162549,12,DAVITA AMES MARY GREELEY DIALYSIS,2322 E. 13TH ST.,AMES,IA,50010,STORY,Profit,DAVITA,16,TRUE,6/1/11
163514,12,MERCY MEDICAL CENTER DIALYSIS - MERCY PLAZA,5264 COUNCIL ST NE SUITE 200,CEDAR RAPIDS,IA,52402,LINN,Non-Profit,INDEPENDENT,33,TRUE,12/18/03
162528,12,DAVITA HARLAN DIALYSIS,1213 GARFIELD AVENUE,HARLAN,IA,51537,SHELBY,Profit,DAVITA,6,TRUE,11/1/03
162511,12,TRI- STATE DIALYSIS - MANCHESTER,709 W. MAIN,MANCHESTER,IA,52057,DELAWARE,Profit,INDEPENDENT,12,TRUE,6/19/97
162569,12,RCG MERCY DES MOINES LLC,9080 UNIVERSITY AVE,WAUKEE,IA,50263,DALLAS,Profit,FRESENIUS MEDICAL CARE,13,TRUE,8/29/19
162516,12,DAVITA CEDAR VALLEY DIALYSIS,1661 W. RIDGEWAY,WATERLOO,IA,50701,BLACK HAWK,Profit,DAVITA,24,TRUE,10/30/98
162554,12,DAVITA GREEN COUNTRY DIALYSIS,5250 UTICA RIDGE RD,DAVENPORT,IA,52807,SCOTT,Profit,DAVITA,12,TRUE,9/24/12
162524,12,DIALYSIS CLINIC INC. - ONAWA,1620 DIAMOND ST PLACE,ONAWA,IA,51040,MONONA,Non-Profit,"DIALYSIS CLINIC, INC.",12,TRUE,3/28/02
162567,12,DAVITA WINDSOR HEIGHTS DIALYSIS,1119 73RD ST,WINDSOR HEIGHTS,IA,50324,POLK,Profit,DAVITA,12,TRUE,9/7/18
162333,12,MERCY DIALYSIS - VINTON,502 NORTH 9TH AVENUE,VINTON,IA,52349,BENTON,Non-Profit,INDEPENDENT,5,TRUE,9/9/09
162537,12,"SOUTHEASTERN RENAL DIALYSIS, LC - FT MADISON",4703 AVENUE L,FORT MADISON,IA,52627,LEE,Profit,INDEPENDENT,12,TRUE,4/13/07
163509,12,UNIVERSITY OF IOWA HOSPITAL & CLINICS - NORTH LIBERTY,5 LIONS DRIVE,NORTH LIBERTY,IA,52317,JOHNSON,Non-Profit,INDEPENDENT,12,TRUE,9/1/98
162542,12,DAVITA CEDAR VALLEY WAVERLY DIALYSIS,220 10TH STREET SW,WAVERLY,IA,50677,BREMER,Profit,DAVITA,16,TRUE,6/1/09
162523,12,DAVITA NEWTON DIALYSIS,204 N 4TH AVE E  SUITE 134,NEWTON,IA,50208,JASPER,Profit,DAVITA,8,TRUE,4/26/01
162526,12,DAVITA WEST UNION DIALYSIS CENTER,405 HIGHWAY 150 N,WEST UNION,IA,52175,FAYETTE,Profit,DAVITA,16,TRUE,6/30/03
163516,12,WARNER DIALYSIS CENTER SPENCER,1721 W 18TH ST,SPENCER,IA,51301,CLAY,Non-Profit,INDEPENDENT,14,TRUE,10/17/18
162558,12,DAVITA FIVE SEASONS DIALYSIS,"1002 4TH AVENUE SE, SUITE A",CEDAR RAPIDS,IA,52403,LINN,Profit,DAVITA,16,TRUE,10/17/14
162560,12,DAVITA OTTUMWA DIALYSIS,1005 PENNSYLVANIA AVE #101,OTTUMWA,IA,52501,WAPELLO,Profit,DAVITA,12,TRUE,10/16/15
162306,12,UNIVERSITY OF IOWA HOSPITAL & CLINICS DIALYSIS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,JOHNSON,Non-Profit,INDEPENDENT,20,TRUE,6/1/75
162548,12,DAVITA MARSHALLTOWN MARY GREELEY DIALYSIS,3120 2ND ST.,MARSHALLTOWN,IA,50158,MARSHALL,Profit,DAVITA,24,TRUE,6/1/11
162509,12,"SOUTHEASTERN RENAL DIALYSIS, L.C. - MOUNT PLEASANT",507 S WHITE ST,MOUNT PLEASANT,IA,52641,HENRY,Profit,INDEPENDENT,12,TRUE,10/23/84
162532,12,FMC - MERCY,95 UNIVERSITY STE. 11,DES MOINES,IA,50314,POLK,Profit,FRESENIUS MEDICAL CARE,21,TRUE,5/1/04
163507,12,UNIVERSITY OF IOWA HOSPITAL & CLINICS - GRINNELL,803 BROAD ST,GRINNELL,IA,50112,POWESHIEK,Non-Profit,INDEPENDENT,9,TRUE,7/28/97
162515,12,SIOUXLAND DIALYSIS,2530 GLENN AVE.,SIOUX CITY,IA,51106,WOODBURY,Profit,FRESENIUS MEDICAL CARE,24,TRUE,2/5/98
162553,12,FMC - MUSCATINE,311 PARHAM ST,MUSCATINE,IA,52761,MUSCATINE,Profit,FRESENIUS MEDICAL CARE,10,TRUE,10/24/12
162536,12,SANFORD HEALTH DIALYSIS HOSPERS,112 SUNRISE DRIVE,HOSPERS,IA,51238,SIOUX,Non-Profit,INDEPENDENT,8,TRUE,11/21/06
162541,12,DAVITA BLACK HAWK DIALYSIS,3421 W 9TH ST,WATERLOO,IA,50702,BLACK HAWK,Profit,DAVITA,18,TRUE,6/1/09
162517,12,"SOUTHEASTERN RENAL DIALYSIS, L.C. - LEE COUNTY",1419 MORGAN ST.,KEOKUK,IA,52632,LEE,Profit,INDEPENDENT,10,TRUE,1/6/99
163510,12,UNIVERSITY OF IOWA HOSPITAL & CLINICS - WASHINGTON,414 E. POLK ST.,WASHINGTON,IA,52353,WASHINGTON,Non-Profit,INDEPENDENT,6,TRUE,3/1/99
162566,12,DAVITA PELLA DIALYSIS,1117 HAZEL STREET,PELLA,IA,50219,MARION,Profit,DAVITA,9,TRUE,4/1/17
162543,12,FMC - MAQUOKETA,700 W GROVE ST,MAQUOKETA,IA,52060,JACKSON,Profit,FRESENIUS MEDICAL CARE,9,TRUE,11/1/09
162552,12,DAVITA CEDAR RAPIDS DIALYSIS,5945 COUNCIL ST NE,CEDAR RAPIDS,IA,52402,LINN,Profit,DAVITA,12,TRUE,9/7/12
162500,12,TRI- STATE DIALYSIS - DUBUQUE,1500 DELHI ST #2100,DUBUQUE,IA,52001,DUBUQUE,Profit,INDEPENDENT,32,TRUE,9/17/80
162309,12,MERCY MEDICAL CENTER - CEDAR RAPIDS,701 10TH ST SE,CEDAR RAPIDS,IA,52403,LINN,Non-Profit,INDEPENDENT,8,TRUE,3/12/85
162527,12,DAVITA SHENANDOAH DIALYSIS,300 PERSHING AVENUE,SHENANDOAH,IA,51601,PAGE,Profit,DAVITA,12,TRUE,11/1/03
162538,12,FMC - OTTUMWA,1110 QUINCY AVE. # 44,OTTUMWA,IA,52501,WAPELLO,Profit,FRESENIUS MEDICAL CARE,16,TRUE,6/1/06
162561,12,DAVITA SIOUX CITY DIALYSIS,5865 SUNNYBROOK DR,SIOUX CITY,IA,51106,WOODBURY,Profit,DAVITA,12,TRUE,9/27/16
162514,12,DAVITA CRESTON DIALYSIS,1700 W TOWNLINE ST #2B,CRESTON,IA,50801,UNION,Profit,DAVITA,8,TRUE,12/19/97
162530,12,FMC - BETTENDORF,4480 UTICA RIDGE ROAD SUITE 1130,BETTENDORF,IA,52722,SCOTT,Profit,FRESENIUS MEDICAL CARE,9,TRUE,12/15/04
162564,12,FMC - CHARLES CITY,707 GILBERT ST,CHARLES CITY,IA,50616,FLOYD,Profit,FRESENIUS MEDICAL CARE,8,TRUE,8/1/16
162535,12,FMC - DIALYSIS SERVICES DES MOINES SOUTH,6651 SW 9TH ST,DES MOINES,IA,50315,POLK,Profit,FRESENIUS MEDICAL CARE,19,TRUE,7/5/06
162507,12,FMC - DAVENPORT,120 W. LOCUST ST.,DAVENPORT,IA,52803,SCOTT,Profit,FRESENIUS MEDICAL CARE,19,TRUE,4/1/96
162547,12,DAVITA IOWA FALLS MARY GREELEY DIALYSIS,701 WASHINGTON AVE,IOWA FALLS,IA,50126,HARDIN,Profit,DAVITA,8,TRUE,6/1/11
163504,12,UNIVERSITY OF IOWA HOSPITAL & CLINICS - MUSCATINE,3465 MULBERRY AVE,MUSCATINE,IA,52761,MUSCATINE,Non-Profit,INDEPENDENT,12,TRUE,8/16/96
162555,12,RIVER VALLEY DIALYSIS,255 W LUCAS ST,MARENGO,IA,52301,IOWA,Profit,INDEPENDENT,6,TRUE,10/1/12
142598,10,DAVITA CARPENTERSVILLE DIALYSIS,2203 RANDALL RD,CARPENTERSVILLE,IL,60110,KANE,Profit,DAVITA,13,TRUE,5/30/00
142653,10,FMC - AUSTIN COMMUNITY KIDNEY CENTER,"4800 W CHICAGO AVE., 2ND FLOOR",CHICAGO,IL,60651,COOK,Profit,FRESENIUS MEDICAL CARE,20,TRUE,10/12/04
142702,10,FMC - WEST CHICAGO DIALYSIS CENTER,1859 NELTNOR BLVD,WEST CHICAGO,IL,60185,DU PAGE,Profit,FRESENIUS MEDICAL CARE,12,TRUE,9/18/14
142840,10,DAVITA - IRVING PARK DIALYSIS,4323 N PULASKI ROAD,CHICAGO,IL,60641,COOK,Profit,DAVITA,12,TRUE,5/29/18
142563,10,FMC - MCLEAN COUNTY,1505 EASTLAND MEDICAL PLAZA,BLOOMINGTON,IL,61701,MCLEAN,Profit,FRESENIUS MEDICAL CARE,20,TRUE,10/1/93
142795,10,DAVITA BELVIDERE DIALYSIS,1751 HENRY LUCKOW LANE,BELVIDERE,IL,61008,BOONE,Profit,DAVITA,12,TRUE,3/28/16
142618,10,FMC - SKOKIE DIALYSIS,9801 WOODS DR,SKOKIE,IL,60076,COOK,Profit,FRESENIUS MEDICAL CARE,14,TRUE,7/1/01
142734,10,DAVITA DANVILLE HOME TRAINING,3 POLAND ROAD,DANVILLE,IL,61832,VERMILION,Profit,DAVITA,0,FALSE,8/3/12
142526,10,FMC - QUAD CITIES,400 JOHN DEERE RD.,MOLINE,IL,61265,ROCK ISLAND,Profit,FRESENIUS MEDICAL CARE,36,TRUE,8/1/81
142672,10,FMC - OF MCHENRY,4312 W ELM STREET,MCHENRY,IL,60050,MCHENRY,Profit,FRESENIUS MEDICAL CARE,14,TRUE,8/8/05
142631,10,FMC - DIALYSIS SERVICES OF CONGRESS PARKWAY,3410 WEST VAN BUREN STREET,CHICAGO,IL,60624,COOK,Profit,FRESENIUS MEDICAL CARE,30,TRUE,11/6/02
142815,10,"FRESENIUS MEDICAL CARE CHIGACOGLAND, LLC",4616 BISHOP STREET,CHICAGO,IL,60609,COOK,Profit,FRESENIUS MEDICAL CARE,16,TRUE,6/5/17
142751,10,"USRC ADVANCED HOME THERAPIES, LLC",1201-A  BUTTERFIELD ROAD,DOWNERS GROVE,IL,60515,DU PAGE,Profit,"US RENAL CARE, INC.",4,FALSE,5/2/13
142761,10,HOME DIALYSIS SEVICES HICKORY HILLS LLC,7831 W 95TH ST STE CNE,HICKORY HILLS,IL,60457,COOK,Profit,INDEPENDENT,0,FALSE,9/27/13
142729,10,FMC - WEST BATAVIA,2580 WEST FABYAN PARKWAY,BATAVIA,IL,60510,KANE,Profit,FRESENIUS MEDICAL CARE,12,TRUE,5/4/12
142866,10,NORTHGROVE DIALYSIS,2491 INDUSTRIAL DR. SUITE 200,HIGHLAND,IL,62249,MADISON,Profit,INDEPENDENT,12,TRUE,12/30/19
142585,10,DAVITA MATTOON DIALYSIS,6051 DEVELOPEMENT DRIVE,CHARLESTON,IL,61920,COLES,Profit,DAVITA,18,TRUE,1/1/98
142766,10,FMC - LOGAN SQUARE,2721 N SPAULDING,CHICAGO,IL,60647,COOK,Profit,FRESENIUS MEDICAL CARE,16,TRUE,1/29/14
142798,10,FMC - LEMONT,16177 W 127TH STREET,LEMONT,IL,60439,COOK,Profit,FRESENIUS MEDICAL CARE,12,TRUE,8/30/16
142719,10,DAVITA WEST LAWN DIALYSIS,7000-C S. PULASKI,CHICAGO,IL,60629,COOK,Profit,DAVITA,12,TRUE,3/17/11
142508,10,FMC - SOUTHSIDE DIALYSIS CENTER,3134 WEST 76TH STREET,CHICAGO,IL,60652,COOK,Profit,FRESENIUS MEDICAL CARE,39,TRUE,1/1/90
142855,10,DAVITA - SALT CREEK DIAYSIS,196 W. NORTH AVENUE,VILLA PARK,IL,60181,DU PAGE,Profit,INDEPENDENT,12,TRUE,5/6/19
142630,10,FMC - ALSIP DIALYSIS CENTER,12250 S CICERO STE 105,ALSIP,IL,60803,COOK,Profit,FRESENIUS MEDICAL CARE,16,TRUE,1/30/03
142591,10,FMC - MACOMB,210 E CALHOUN STREET,MACOMB,IL,61455,MCDONOUGH,Profit,FRESENIUS MEDICAL CARE,8,TRUE,3/3/00
142605,10,FMC - BOLINGBROOK DIALYSIS,"329 REMINGTON BLVD, STE 110",BOLINGBROOK,IL,60440,WILL,Profit,FRESENIUS MEDICAL CARE,24,TRUE,11/6/00
142696,10,DAVITA WOODRIDGE HOME DIALYSIS PD,7425 JANES AVENUE,WOODRIDGE,IL,60517,DU PAGE,Profit,DAVITA,6,TRUE,9/23/08
142569,10,FMC - PRAIRIE,1717 S WABASH AVENUE,CHICAGO,IL,60616,COOK,Profit,FRESENIUS MEDICAL CARE,27,TRUE,1/1/88
142316,10,DIALYSIS - UNIVERSITY OF ILLINOIS HOSPITAL,"1859 W TAYLOR , UIMCC MC 794, ROOM 1003",CHICAGO,IL,60612,COOK,Profit,INDEPENDENT,24,TRUE,1/1/68
142551,10,FMC - GLENVIEW DIALYSIS CENTER,4248 COMMERCIAL WAY,GLENVIEW,IL,60025,COOK,Profit,FRESENIUS MEDICAL CARE,20,TRUE,11/28/90
142661,10,DAVITA STONY CREEK DIALYSIS,6246 W 95TH ST,OAK LAWN,IL,60453,COOK,Profit,DAVITA,16,TRUE,3/21/05
142637,10,FMC - BREESE DIALYSIS,160 NORTH MAIN STREET,BREESE,IL,62230,CLINTON,Profit,FRESENIUS MEDICAL CARE,8,TRUE,3/24/03
142779,10,NX STAGE KIDNEY CARE,1600 W 16TH ST  STE 13,OAK BROOK,IL,60523,DU PAGE,Profit,INDEPENDENT,8,TRUE,10/1/14
142784,10,MIDWEST KIDNEY CENTER,8632 S PULASKI RD,CHICAGO,IL,60652,COOK,Profit,INDEPENDENT,1,FALSE,8/18/15
142835,10,DAVITA WASHINGTON HEIGHTS DIALYSIS,10620 S. HALSTED STREET,CHICAGO,IL,60628,COOK,Profit,INDEPENDENT,16,TRUE,3/23/18
142666,10,DAVITA LAKE VILLA DIALYSIS,"37809 N ILLINOIS, ROUTE 59",LAKE VILLA,IL,60046,LAKE,Profit,DAVITA,12,TRUE,6/13/05
142534,10,DAVITA LOGAN SQUARE DIALYSIS,2838 N KIMBALL AVE,CHICAGO,IL,60618,COOK,Profit,DAVITA,27,TRUE,10/30/86
142649,10,DAVITA MONTCLARE DIALYSIS CENTER,7009 W BELMONT AVENUE,CHICAGO,IL,60634,COOK,Profit,DAVITA,16,TRUE,6/7/04
142746,10,DAVITA GLEN DIALYSIS,2601 COMPASS ROAD SUITE 145,GLENVIEW,IL,60026,COOK,Non-Profit,INDEPENDENT,16,TRUE,12/21/12
142830,10,USRC - HICKORY HILLS DIALYSIS,9640 S. ROBERTS ROAD,HICKORY HILLS,IL,60457,COOK,Profit,INDEPENDENT,13,TRUE,2/6/18
142689,10,FKC - MOKENA DIALYSIS,"8910 W. 192ND STREET, SUITE A & B",MOKENA,IL,60448,WILL,Profit,FRESENIUS MEDICAL CARE,14,TRUE,12/19/07
142503,10,FMC - DOWNERS GROVE DIALYSIS CENTER,3825 HIGHLAND SUITE 102,DOWNERS GROVE,IL,60515,DU PAGE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,1/1/00
142851,10,DAVITA NORWOOD PARK DIALYSIS,7435 W TALCOTT AVE - OUTPATIENT DIALYSIS,CHICAGO,IL,60631,COOK,Profit,DAVITA,14,TRUE,12/1/18
142546,10,FMC - RAI - CENTRE WEST SPRINGFIELD,1112 CENTRE WEST DR,SPRINGFIELD,IL,62704,SANGAMON,Profit,FRESENIUS MEDICAL CARE,16,TRUE,10/25/96
142539,10,FMC - BLUE ISLAND DIALYSIS CENTER,12200 SOUTH WESTERN AVE.,BLUE ISLAND,IL,60406,COOK,Profit,FRESENIUS MEDICAL CARE,28,TRUE,6/24/88
142837,10,FKC - EAST AURORA,810 NORTH FARNSWORTH AVENUE,AURORA,IL,60505,KANE,Profit,FRESENIUS MEDICAL CARE,12,TRUE,4/4/18
142625,10,"DANVILLE DIALYSIS SERVICES, LLC",910 W CLAY STREET,DANVILLE,IL,61832,VERMILION,Profit,INDEPENDENT,19,TRUE,4/2/02
142714,10,DAVITA ROBINSON DIALYSIS,"1215 N. ALLEN STREET, STE B",ROBINSON,IL,62454,CRAWFORD,Profit,DAVITA,9,TRUE,9/9/10
142820,10,ANGEL CARE CENTER LLC,14 S. WALNUT STREET,PINCKNEYVILLE,IL,62274,PERRY,Profit,INDEPENDENT,0,FALSE,9/5/17
142603,10,FMC - DIALYSIS CENTERS OF AMERICA-ILLINOIS,1830 SOUTH 44TH STREET,DECATUR,IL,62521,MACON,Profit,FRESENIUS MEDICAL CARE,14,TRUE,8/11/00
142516,10,FMC - JACKSON PARK DIALYSIS CENTER,7531 SOUTH STONY ISLAND,CHICAGO,IL,60649,COOK,Profit,FRESENIUS MEDICAL CARE,24,TRUE,9/1/77
142803,10,"RENVIVA, LLC",1235 N. MULFORD ROAD,ROCKFORD,IL,61107,WINNEBAGO,Profit,INDEPENDENT,0,FALSE,8/8/16
142521,10,FMC - NORRIDGE,"4701 NORTH CUMBERLAND AVENUE,  STE 15/18A",NORRIDGE,IL,60706,COOK,Profit,FRESENIUS MEDICAL CARE,16,TRUE,10/17/79
142609,10,DAVITA CENTRALIA DIALYSIS,1231 STATE ROUTE 161 EAST,CENTRALIA,IL,62801,MARION,Profit,DAVITA,14,TRUE,11/15/00
142701,10,DAVITA EDWARDSVILLE DIALYSIS,235 SOUTH BUCHANAN STREET,EDWARDSVILLE,IL,62025,MADISON,Profit,DAVITA,8,TRUE,2/10/09
142665,10,DAVITA ROXBURY DIALYSIS CENTER,622 ROXBURY ROAD,ROCKFORD,IL,61107,WINNEBAGO,Profit,DAVITA,16,TRUE,5/27/05
142558,10,FMC - REGENCY PARK,124 REGENCY PARK DRIVE,O FALLON,IL,62269,SAINT CLAIR,Profit,FRESENIUS MEDICAL CARE,20,TRUE,9/9/97
142783,10,DAVITA WEST SIDE DIALYSIS,1600 W 13TH STREET UNIT 3,CHICAGO,IL,60608,COOK,Profit,DAVITA,12,TRUE,4/1/15
142823,10,FRESENIUS KIDNEY CARE CHICAGOLAND LLC,8901 S. KEDZIE,EVERGREEN PARK,IL,60805,COOK,Profit,FRESENIUS MEDICAL CARE,30,TRUE,9/22/17
142772,10,DAVITA - RED BUD DIALYSIS,1500 E MARKET ST LOT 4,RED BUD,IL,62278,RANDOLPH,Profit,DAVITA,8,TRUE,3/31/14
142737,10,ARA - MCHENRY DIALYSIS CENTER,"4209 W. SHAMROCK LANE, UNIT A",MCHENRY,IL,60050,MCHENRY,Profit,AMERICAN RENAL ASSOCIATES,13,TRUE,9/26/12
142743,10,VILLA PARK HOME DIALYSIS,1634 S ARDMORE AVE  SUITE 200,VILLA PARK,IL,60181,DU PAGE,Profit,INDEPENDENT,0,FALSE,12/13/12
142838,10,DAVITA FOXPOINT DIALYSIS,1300 SCHAEFER RD. SUITE J,GRANITE CITY,IL,62040,MADISON,Profit,DAVITA,12,TRUE,4/9/18
142711,10,DAVITA ADAMS COUNTY DIALYSIS,436 NORTH 10TH STREET,QUINCY,IL,62301,ADAMS,Profit,DAVITA,17,TRUE,10/1/09
142808,10,DAVITA ALSIP HT AT HOME,11500 S. PULASKI ROAD,ALSIP,IL,60803,COOK,Profit,DAVITA,4,FALSE,7/7/16
142604,10,DAVITA TRC CHILDREN'S DIALYSIS CENTER,1333 N. KINGSBURY STREET,CHICAGO,IL,60642,COOK,Profit,DAVITA,8,TRUE,4/1/00
142806,10,DAVITA - MACHESNEY PARK DIALYSIS,7170 N. PERRYVILLE ROAD,MACHESNEY PARK,IL,61115,WINNEBAGO,Profit,DAVITA,12,TRUE,10/7/16
142329,10,LOYOLA CENTER FOR DIALYSIS,1201 W ROOSEVELT RD,MAYWOOD,IL,60153,COOK,Non-Profit,INDEPENDENT,31,TRUE,7/2/69
142643,10,DAVITA MARENGO CITY DIALYSIS,"910 GREENLEE STREET, SUITE B",MARENGO,IL,60152,MCHENRY,Profit,DAVITA,12,TRUE,11/3/03
142847,10,DAVITA - EDGEMONT DIALYSIS,8 VIEUX CARRE DRIVE,EAST ST LOUIS,IL,62201,SAINT CLAIR,Profit,DAVITA,12,TRUE,3/4/19
142535,10,FMC - SOUTHWEST ILLINOIS,# 7 PROFESSIONAL DRIVE,ALTON,IL,62002,MADISON,Profit,FRESENIUS MEDICAL CARE,20,TRUE,2/1/88
142678,10,FMC - NAPERVILLE NORTH DIALYSIS CENTER,516 W 5TH AVE.,NAPERVILLE,IL,60563,DU PAGE,Profit,FRESENIUS MEDICAL CARE,21,TRUE,10/31/06
142726,10,FMC - OF ELGIN,2130 POINT BLVD. SUITE 800,ELGIN,IL,60123,KANE,Profit,FRESENIUS MEDICAL CARE,25,TRUE,8/31/11
142791,10,HOME HEMODIALYSIS NETWORK,14146 S BELL RD,HOMER GLEN,IL,60491,WILL,Profit,INDEPENDENT,0,FALSE,12/14/15
142685,10,DAVITA KANKAKEE COUNTY DIALYSIS,"581 WILLIAM LATHAM DRIVE, STE 104",BOURBONNAIS,IL,60914,KANKAKEE,Profit,DAVITA,14,TRUE,9/13/07
142758,10,SAH DIALYSIS CLINIC @26TH ST,3059 W 26TH ST,CHICAGO,IL,60623,COOK,Non-Profit,INDEPENDENT,15,TRUE,8/29/13
142862,10,EXCEL RENAL CARE SERVICES,3002 N ASHLAND AVE,CHICAGO,IL,60657,COOK,Profit,INDEPENDENT,0,FALSE,9/27/19
142562,10,FMC - EAST PEORIA DIALYSIS,3300 NORTH MAIN,EAST PEORIA,IL,61611,TAZEWELL,Profit,FRESENIUS MEDICAL CARE,24,TRUE,1/1/80
142614,10,TRI CITIES DIALYSIS LLC,306 RANDALL RD,GENEVA,IL,60134,KANE,Profit,INDEPENDENT,20,TRUE,3/5/01
142722,10,FMC - LOMBARD DIALYSIS,1940 SPRINGER DRIVE,LOMBARD,IL,60148,DU PAGE,Profit,FRESENIUS MEDICAL CARE,12,TRUE,5/2/11
142827,10,FMC - BEVERLY RIDGE,9924 S. VINCENNES AVE.,CHICAGO,IL,60643,COOK,Profit,FRESENIUS MEDICAL CARE,16,TRUE,1/17/18
142525,10,FMC - ROLLING MEADOWS,4180 WINNETKA AVE.,ROLLING MEADOWS,IL,60008,COOK,Profit,FRESENIUS MEDICAL CARE,24,TRUE,1/1/80
142581,10,DAVITA JACKSONVILLE DIALYSIS,1515 W WALNUT ST,JACKSONVILLE,IL,62650,MORGAN,Profit,DAVITA,14,TRUE,1/1/00
142769,10,HOME DIALYSIS SERVICES OLYMPIA FIELDS LLC,3214 VOLLMER RD,OLYMPIA FIELDS,IL,60461,COOK,Profit,INDEPENDENT,1,FALSE,3/10/14
142776,10,DAVITA JOLIET HOME DIALYSIS (PD ONLY),368 SOUTH WEBER,ROMEOVILLE,IL,60446,WILL,Profit,INDEPENDENT,0,FALSE,4/9/14
142739,10,FMC - JOLIET,721 EAST JACKSON STREET,JOLIET,IL,60432,WILL,Profit,FRESENIUS MEDICAL CARE,18,TRUE,5/21/12
142576,10,FMC - OTTAWA DIALYSIS,"1601 MERCURY CIRCLE, STE 3",OTTAWA,IL,61350,LA SALLE,Profit,FRESENIUS MEDICAL CARE,12,TRUE,10/25/96
142754,10,FMC - CICERO,3000 S CICERO AVE,CICERO,IL,60804,COOK,Profit,FRESENIUS MEDICAL CARE,20,TRUE,5/17/13
142844,10,CHANNAHON HOME DIALYSIS,27025 W. EAMES STREET,CHANNAHON,IL,60410,WILL,Profit,INDEPENDENT,4,FALSE,12/7/18
142812,10,DAVITA VERMILION COUNTY DIALYSIS,26 EAST WEST NEWELL ROAD,DANVILLE,IL,61834,VERMILION,Profit,DAVITA,12,TRUE,2/16/17
142802,10,FMC - SUMMIT,7320 ARCHER AVENUE,SUMMIT,IL,60501,COOK,Profit,FRESENIUS MEDICAL CARE,12,TRUE,9/12/16
142707,10,FMC - PLAINFIELD,2320 MICHAS DRIVE,PLAINFIELD,IL,60586,WILL,Profit,FRESENIUS MEDICAL CARE,15,TRUE,12/3/09
142515,10,FMC - AURORA DIALYSIS CENTER,455 MERCY LANE,AURORA,IL,60506,KANE,Profit,FRESENIUS MEDICAL CARE,24,TRUE,7/1/96
142859,10,FKC - EAST PEORIA HOME,415 RICHLAND ST,EAST PEORIA,IL,61611,TAZEWELL,Profit,FRESENIUS MEDICAL CARE,0,FALSE,8/8/19
142597,10,FMC - NORTHWESTERN,710 N FAIRBANKS CT/OLSON PAVILLION/STE # 4 -200,CHICAGO,IL,60611,COOK,Profit,FRESENIUS MEDICAL CARE,42,TRUE,1/1/00
142596,10,FMC - PLAINFIELD NORTH,24024 WEST RIVERWALK CT,PLAINFIELD,IL,60544,WILL,Profit,FRESENIUS MEDICAL CARE,10,TRUE,1/24/00
142775,10,DAVITA FLOSSMORE HOME DIALYSIS,19720 S GOVERNORS HWY,FLOSSMOOR,IL,60422,COOK,Profit,DAVITA,4,FALSE,4/9/14
142547,10,FMC - HOFFMAN ESTATES,3150 W HIGGINS RD SUITE 190,HOFFMAN ESTATES,IL,60195,COOK,Profit,FRESENIUS MEDICAL CARE,20,TRUE,7/5/90
142590,10,DAVITA SPRINGFIELD MONTVALE DIALYSIS,"2930 S MONTVALE DRIVE, STE A",SPRINGFIELD,IL,62704,SANGAMON,Profit,DAVITA,17,TRUE,8/23/99
