Provider Number,Network,Facility Name,Address Line 1,City,State,Zip,County,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Certification or Recertification Date
102512,7,BMA - GAINESVILLE,1775 NW 80TH BLVD,GAINESVILLE,FL,32606,ALACHUA,Profit,FRESENIUS MEDICAL CARE,21,TRUE,9/1/76
102853,7,SOUTHWEST FLORIDA DIALYSIS CENTER,520 MANATEE AVE EAST,BRADENTON,FL,34208,MANATEE,Profit,FRESENIUS MEDICAL CARE,24,TRUE,12/7/07
102693,7,DAVITA GULF BREEZE DIALYSIS CENTER,1519 MAIN STREET,DUNEDIN,FL,34698,PINELLAS,Profit,DAVITA,25,TRUE,2/9/96
102787,7,RENAL CARE GROUP - CLERMONT,312 MOWHAWK RD,CLERMONT,FL,34715,LAKE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,1/3/02
102531,7,DIALYSIS CLINIC INC,757 UNION STREET W,JACKSONVILLE,FL,32202,DUVAL,Non-Profit,"DIALYSIS CLINIC, INC.",32,TRUE,12/13/78
102728,7,DAVITA PALM COAST DIALYSIS,13 KINGSWOOD DR SUITE A,PALM COAST,FL,32137,FLAGLER,Profit,DAVITA,18,TRUE,11/29/97
102806,7,RENAL CARE GROUP - BREVARD,1355 PALM BAY RD,PALM BAY,FL,32905,BREVARD,Profit,FRESENIUS MEDICAL CARE,20,TRUE,4/23/04
102564,7,RENAL CARE CENTER - SEBRING,40 MEDICAL CENTER AVE,SEBRING,FL,33870,HIGHLANDS,Profit,FRESENIUS MEDICAL CARE,17,TRUE,6/1/83
102627,7,DAVITA QUINCY DIALYSIS,878 STRONG RD,QUINCY,FL,32351,GADSDEN,Profit,DAVITA,22,TRUE,4/27/90
102765,7,DAVITA TALLAHASSEE SOUTH DIALYSIS,2410 S ADAMS ST,TALLAHASSEE,FL,32301,LEON,Profit,DAVITA,20,TRUE,12/6/99
102897,7,DAVITA KENDALL KIDNEY CENTER,8364 MILLS DRIVE #1740,MIAMI,FL,33183,MIAMI-DADE,Profit,DAVITA,16,TRUE,12/9/10
102336,7,MIAMI CHILDRENS HOSP DIALYSIS UNIT,6125 SW 31ST ST,MIAMI,FL,33155,MIAMI-DADE,Non-Profit,INDEPENDENT,5,TRUE,3/9/92
102664,7,DAVITA FLAMINGO PARK KINDEY CENTER,901 E 10TH AVE BAY 17,HIALEAH,FL,33010,MIAMI-DADE,Profit,DAVITA,21,TRUE,11/19/93
102757,7,DAVITA ARCADIA DIALYSIS CENTER,1341 E OAK ST,ARCADIA,FL,34266,UNKNOWN,Profit,DAVITA,16,TRUE,7/7/99
102791,7,FMC - VENICE,1120 INDIAN HILLS BLVD,VENICE,FL,34293,SARASOTA,Profit,FRESENIUS MEDICAL CARE,16,TRUE,3/13/02
102810,7,FMC - ATLANTIS,5503 SOUTH CONGRESS AVE,ATLANTIS,FL,33462,PALM BEACH,Profit,FRESENIUS MEDICAL CARE,21,TRUE,9/25/04
102517,7,MELBOURNE KIDNEY CENTER,1400 S APOLLO BLVD,MELBOURNE,FL,32901,BREVARD,Non-Profit,CENTRAL FLORIDA KIDNEY CENTERS,28,TRUE,9/1/76
102636,7,DAVITA USF DIALYSIS,10770 N 46TH STREET #A100,TAMPA,FL,33617,HILLSBOROUGH,Profit,DAVITA,29,TRUE,4/11/91
102558,7,PHYSICIANS NORTH BEACH,17801 NW 2ND AVE,MIAMI,FL,33169,MIAMI-DADE,Profit,INDEPENDENT,22,TRUE,2/23/83
102843,7,DELRAY BEACH DIALYSIS CENTER LLC,5130 LINTON BLVD SUITE G4,DELRAY BEACH,FL,33484,PALM BEACH,Profit,AMERICAN RENAL ASSOCIATES,16,TRUE,6/13/07
102680,7,DAVITA SOUTH FLORIDA DIALYSIS,1 OAKWOOD BLVD #100,HOLLYWOOD,FL,33020,BROWARD,Profit,DAVITA,21,TRUE,7/10/95
102583,7,DAVITA CENTER FOR KIDNEY DISEASE AT NORTH SHORE,1190 NW 95TH ST STE 208,MIAMI,FL,33150,MIAMI-DADE,Profit,DAVITA,22,TRUE,5/7/87
102828,7,RENAL CARE PARTNERS HOME PROGRAM,4970 SW 52ND ST #304,DAVIE,FL,33314,BROWARD,Profit,RENAL CARE PARTNERS,10,TRUE,11/28/05
102878,7,DAVITA ADVANCED DIALYSIS CENTER OF FORT LAUDERDALE,911 E OAKLAND PARK BLVD,OAKLAND PARK,FL,33334,BROWARD,Profit,DAVITA,20,TRUE,6/3/09
102544,7,NW BROWARD ARTIFICIAL KIDNEY CENTER,2514 N STATE ROAD 7,MARGATE,FL,33063,BROWARD,Profit,FRESENIUS MEDICAL CARE,21,TRUE,11/14/80
102708,7,DAVITA PINE ISLAND KIDNEY CENTER,1871 N PINE ISLAND RD,PLANTATION,FL,33322,BROWARD,Profit,DAVITA,20,TRUE,10/2/96
102769,7,RENAL CARE GROUP - NORTH TAMPA,12674 TELECOM DRIVE,TAMPA,FL,33637,HILLSBOROUGH,Profit,FRESENIUS MEDICAL CARE,24,TRUE,6/9/00
102604,7,H STREET NORTH - ST PETERSBURG,635 4TH ST NO,SAINT PETERSBURG,FL,33701,PINELLAS,Profit,FRESENIUS MEDICAL CARE,16,TRUE,7/22/88
102592,7,APOPKA ARTIFICIAL KIDNEY CENTER,1065 W ORANGE BLOSSOM TRL,APOPKA,FL,32712,ORANGE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,2/15/88
102864,7,GATEWAY DIALYSIS CENTER,5258-10 NORWOOD AVENUE,JACKSONVILLE,FL,32208,DUVAL,Non-Profit,"DIALYSIS CLINIC, INC.",24,TRUE,8/11/08
102750,7,DAVITA ORLANDO SOUTHWEST DIALYSIS,6925 LAKE ELLENOR DR STE 650,ORLANDO,FL,32809,ORANGE,Profit,DAVITA,18,TRUE,4/22/99
102710,7,ATLANTIC KIDNEY CENTERS LLC,4700 CONGRESS AVE STE 106,WEST PALM BEACH,FL,33407,PALM BEACH,Profit,AMERICAN RENAL ASSOCIATES,20,TRUE,11/18/96
102869,7,FMC - DEFUNIAK SPRINGS,43 SHOEMAKER DR,DEFUNIAK SPRINGS,FL,32433,WALTON,Profit,FRESENIUS MEDICAL CARE,19,TRUE,11/10/08
102312,7,SHANDS HOSPITAL - PEDIATRIC DIALYSIS,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,ALACHUA,Non-Profit,INDEPENDENT,5,TRUE,9/1/76
102522,7,BMA - KENDALL,9193 SW 72ND ST # 100-B,MIAMI,FL,33173,MIAMI-DADE,Profit,FRESENIUS MEDICAL CARE,30,TRUE,9/1/76
102341,7,HEWELL KIDS KIDNEY CENTER AT ORLANDO HEALTH,92 W MILLER STREET,ORLANDO,FL,32806,ORANGE,Non-Profit,INDEPENDENT,5,TRUE,6/22/12
102861,7,GOLDTREE KIDNEY CENTER LLC,1407 SOUTHEAST GOLDTREE DRIVE STE A,PORT SAINT LUCIE,FL,34952,SAINT LUCIE,Profit,AMERICAN RENAL ASSOCIATES,20,TRUE,4/23/08
102812,7,FMC - WEST PENSACOLA,2940 N. BLUE ANGEL PARKWAY,PENSACOLA,FL,32506,ESCAMBIA,Profit,FRESENIUS MEDICAL CARE,25,TRUE,9/30/04
102703,7,FMC -  CENTURY,6001 INDUSTRIAL BLVD,CENTURY,FL,32535,ESCAMBIA,Profit,FRESENIUS MEDICAL CARE,17,TRUE,7/2/97
102675,7,DAVITA VENICE DIALYSIS CENTER,816 PINEBROOK RD,VENICE,FL,34285,SARASOTA,Profit,DAVITA,23,TRUE,11/16/94
102690,7,RAI CARE CENTERS - LARGO,12505 STARKEY RD SUITE B,LARGO,FL,33773,PINELLAS,Profit,FRESENIUS MEDICAL CARE,21,TRUE,10/6/95
102822,7,DAVITA LAKE GRIFFIN EAST DIALYSIS,401 E NORTH AVE,LEESBURG,FL,34748,LAKE,Profit,DAVITA,16,TRUE,7/19/05
102545,7,DAVITA WINTER HAVEN DIALYSIS,1625 UNITY WAY NW,WINTER HAVEN,FL,33881,POLK,Profit,DAVITA,20,TRUE,1/28/81
102887,7,DAVITA WESLEY CHAPEL DIALYSIS,27401 CASHFORD CIRCLE #102,WESLEY CHAPEL,FL,33544,PASCO,Profit,DAVITA,6,TRUE,3/22/10
102736,7,BMA - SOUTH COLLIER,12703 TAMIAMI TRAIL EAST # 121,NAPLES,FL,34113,COLLIER,Profit,FRESENIUS MEDICAL CARE,16,TRUE,3/30/98
102637,7,DAVITA LAKE WORTH DIALYSIS,2459 S CONGRESS AVE #100,WEST PALM BEACH,FL,33406,PALM BEACH,Profit,DAVITA,24,TRUE,7/15/91
102666,7,DAVITA MARIANNA DIALYSIS CENTER,2930 OPTIMIST DR,MARIANNA,FL,32448,JACKSON,Profit,DAVITA,21,TRUE,4/25/94
102536,7,DAVITA PLANTATION DIALYSIS,7061 CYPRESS RD STE 103,PLANTATION,FL,33317,BROWARD,Profit,DAVITA,25,TRUE,1/10/80
102773,7,DAVITA ST. PETERSBURG DIALYSIS,1117 ARLINGTON AVE N,SAINT PETERSBURG,FL,33705,PINELLAS,Profit,DAVITA,20,TRUE,9/8/00
102833,7,FMC - BELLEAIR HOME THERAPIES,617 LAKEVIEW RD SUITE C,CLEARWATER,FL,33756,PINELLAS,Profit,FRESENIUS MEDICAL CARE,2,FALSE,6/5/06
102880,7,DAVITA WINTER GARDEN DIALYSIS,1222 WINTER GARDEN VINELAND ROAD,WINTER GARDEN,FL,34787,ORANGE,Profit,DAVITA,16,TRUE,5/27/09
102302,7,FLORIDA HOSPITAL ESRD,601 E ROLLINS ST,ORLANDO,FL,32803,ORANGE,Non-Profit,INDEPENDENT,12,TRUE,9/1/76
102653,7,JOHN CUNIO DIALYSIS CENTER,2561 CORAL WAY,MIAMI,FL,33145,MIAMI-DADE,Non-Profit,FRESENIUS MEDICAL CARE,25,TRUE,11/4/92
102837,7,DAVITA CENTRAL ORLANDO DIALYSIS,2548 N ORANGE BLOSSOM TRAIL #400,ORLANDO,FL,32804,ORANGE,Profit,DAVITA,24,TRUE,11/6/06
102818,7,HIGHLANDS DIALYSIS CENTER,4245 SUN N LAKE BLVD,SEBRING,FL,33872,HIGHLANDS,Profit,AMERICAN RENAL ASSOCIATES,11,TRUE,4/1/05
102873,7,DAVITA JACKSONVILLE SOUTH DIALYSIS CENTER,14965 OLD ST AUGUSTINE RD UNIT 114,JACKSONVILLE,FL,32258,DUVAL,Profit,DAVITA,16,TRUE,2/6/09
102717,7,BMA - SOUTH FT MYERS,9400 GLADIOLUS DR STE 200,FORT MYERS,FL,33908,LEE,Profit,FRESENIUS MEDICAL CARE,12,TRUE,1/31/97
102647,7,DAVITA PEMBROKE PINES DIALYSIS,10970 PINES BLVD.,PEMBROKE PINES,FL,33026,BROWARD,Profit,DAVITA,22,TRUE,6/19/92
102857,7,DAVITA CASSELBERRY DIALYSIS,4970 SOUTH US HWY 17-92,CASSELBERRY,FL,32707,SEMINOLE,Profit,DAVITA,20,TRUE,12/20/07
102778,7,"BIO-MEDICAL APPLICATIONS OF FLORIDA, INC.",6848 ALOMA AVE,WINTER PARK,FL,32792,ORANGE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,3/2/01
102573,7,DAVITA DELAND DIALYSIS,350 EAST NEW YORK AVENUE,DELAND,FL,32724,VOLUSIA,Profit,DAVITA,20,TRUE,2/15/85
102626,7,DAVITA BARTOW DIALYSIS,1190 E CHURCH ST,BARTOW,FL,33830,POLK,Profit,DAVITA,16,TRUE,9/18/89
102752,7,DAVITA BONITA SPRINGS DIALYSIS,9134 BONITA BEACH RD,BONITA SPRINGS,FL,34135,LEE,Profit,DAVITA,16,TRUE,6/7/99
102732,7,NORTH MELBOURNE DIALYSIS,14 SUNTREE PLACE SUITE 102,MELBOURNE,FL,32940,BREVARD,Non-Profit,CENTRAL FLORIDA KIDNEY CENTERS,10,TRUE,5/8/98
102899,7,ARA - NAPLES SOUTH DIALYSIS CENTER LLC,4270 TAMIAMI TRAIL EAST SUITE 1,NAPLES,FL,34112,COLLIER,Profit,AMERICAN RENAL ASSOCIATES,13,TRUE,2/7/11
102802,7,FMC - ROYAL PALM BEACH,6901  OKEECHOBEE BLVD #D19,WEST PALM BEACH,FL,33411,PALM BEACH,Profit,FRESENIUS MEDICAL CARE,18,TRUE,3/31/04
102530,7,BMA - HIALEAH,7170 W 20TH AVE,HIALEAH,FL,33016,MIAMI-DADE,Profit,FRESENIUS MEDICAL CARE,27,TRUE,6/1/78
102632,7,DAVITA TAMARAC ARTIFICIAL KIDNEY CENTER,7140 W MCNAB RD,TAMARAC,FL,33321,BROWARD,Profit,DAVITA,12,TRUE,9/18/90
102771,7,DAVITA CHIPLEY DIALYSIS,877 3RD STREET STE 2,CHIPLEY,FL,32428,WASHINGTON,Profit,DAVITA,20,TRUE,7/7/00
102700,7,BMA - NORTH ORLANDO,750 S NORTH LAKE BLVD STE 1024,ALTAMONTE SPRINGS,FL,32701,SEMINOLE,Profit,FRESENIUS MEDICAL CARE,12,TRUE,7/1/96
102761,7,US RENAL CARE - TAMPA CENTRAL,4705 N ARMENIA AVE,TAMPA,FL,33603,HILLSBOROUGH,Profit,INDEPENDENT,20,TRUE,9/1/99
102891,7,FMC - TRADITION,1748 SW ST LUCIE WEST BLVD,PORT SAINT LUCIE,FL,34986,SAINT LUCIE,Profit,FRESENIUS MEDICAL CARE,13,TRUE,5/13/10
102582,7,WEST BOCA DIALYSIS CENTER,19801 HAMPTON DR,BOCA RATON,FL,33434,PALM BEACH,Profit,FRESENIUS MEDICAL CARE,19,TRUE,5/6/87
102741,7,CLEWISTON DIALYSIS CENTER,851 W VENTURA AVE,CLEWISTON,FL,33440,HENDRY,Profit,AMERICAN RENAL ASSOCIATES,10,TRUE,10/21/98
102616,7,DAVITA DELTONA DIALYSIS,1200 DELTONA BLVD STE 26,DELTONA,FL,32725,VOLUSIA,Profit,DAVITA,21,TRUE,1/13/89
102793,7,DAVITA OCALA REGIONAL KIDNEY CENTER-NORTH,2620 WEST HWY 316,CITRA,FL,32113,MARION,Profit,DAVITA,25,TRUE,7/29/02
102768,7,CENTRAL FLORIDA KIDNEY CENTER - LONGWOOD,745 W SR 434 STE A,LONGWOOD,FL,32750,SEMINOLE,Non-Profit,CENTRAL FLORIDA KIDNEY CENTERS,15,TRUE,4/3/00
102593,7,DAVITA ZEPHYRHILLS DIALYSIS,36819 EILAND BLVD,ZEPHYRHILLS,FL,33542,PASCO,Profit,DAVITA,24,TRUE,3/4/88
102819,7,DAVITA DAVENPORT DIALYSIS,45597 US HWY 27,DAVENPORT,FL,33897,POLK,Profit,DAVITA,12,TRUE,4/4/05
102648,7,DAVITA MIAMI LAKES ARTIFICIAL KIDNEY CENTER,14600 NW 60TH AVE,MIAMI LAKES,FL,33014,MIAMI-DADE,Profit,DAVITA,18,TRUE,7/7/92
102720,7,DAVITA CRYSTAL RIVER DIALYSIS,7435 W GULF TO LAKE HWY,CRYSTAL RIVER,FL,34429,CITRUS,Profit,DAVITA,16,TRUE,3/18/97
102511,7,ORLANDO ARTIFICIAL KIDNEY CENTER,775 GATEWAY DRIVE,ALTAMONTE SPRINGS,FL,32714,SEMINOLE,Profit,FRESENIUS MEDICAL CARE,0,FALSE,9/1/76
102841,7,UNIVERSAL KIDNEY CENTER OF PEMBROKE PINES MIRAMAR,18004 NW 6TH STREET,HOLLYWOOD,FL,33029,BROWARD,Profit,INDEPENDENT,21,TRUE,1/11/07
102712,7,DAVITA LAKE WALES DIALYSIS,1125 BRYN MAWR AVE,LAKE WALES,FL,33853,POLK,Profit,DAVITA,12,TRUE,12/2/96
102877,7,ARA NORTH JACKSONVILLE,1725 OAKHURST AVENUE SUITE 100,JACKSONVILLE,FL,32208,DUVAL,Profit,AMERICAN RENAL ASSOCIATES,20,TRUE,4/10/09
102630,7,DAVITA CENTER FOR KIDNEY DISEASE AT VENTURE,1680 NE 164TH ST,NORTH MIAMI BEACH,FL,33162,MIAMI-DADE,Profit,DAVITA,16,TRUE,9/25/90
102870,7,NORMANDY VILLAGE DIALYSIS CENTER,1584 NORMANDY VILLAGE PKWY #29,JACKSONVILLE,FL,32221,DUVAL,Profit,AMERICAN RENAL ASSOCIATES,29,TRUE,12/3/08
102662,7,JACKSONVILLE KIDNEY CENTER,1107 MYRA ST STE 101,JACKSONVILLE,FL,32204,DUVAL,Profit,FRESENIUS MEDICAL CARE,25,TRUE,9/10/93
102565,7,HOMESTEAD ARTIFICIAL KIDNEY CENTER,99 NE 8TH ST,HOMESTEAD,FL,33030,MIAMI-DADE,Profit,FRESENIUS MEDICAL CARE,25,TRUE,8/8/83
102814,7,RENAL CARE GROUP - NAVARRE,8888 NAVARRE PKWY,NAVARRE,FL,32566,SANTA ROSA,Profit,FRESENIUS MEDICAL CARE,16,TRUE,3/16/05
102764,7,DAVITA LAKELAND SOUTH DIALYSIS,4774 SOUTH FLORIDA AVENUE,LAKELAND,FL,33813,POLK,Profit,DAVITA,19,TRUE,12/10/99
102603,7,RAI CARE CENTERS - PORT SAINT LUCIE,8661 S US HWY 1,PORT SAINT LUCIE,FL,34952,SAINT LUCIE,Profit,FRESENIUS MEDICAL CARE,22,TRUE,6/20/88
102745,7,RCG - SACRED HEART - ADULT DIALYSIS,5401 CORPORATE WOODS DR STE 850,PENSACOLA,FL,32504,ESCAMBIA,Profit,FRESENIUS MEDICAL CARE,25,TRUE,1/26/99
102587,7,R & S HEALTH GROUP LLC,6264 N FEDERAL HWY,FORT LAUDERDALE,FL,33308,BROWARD,Profit,INDEPENDENT,22,TRUE,12/17/87
102809,7,DAVITA NAPLES RENAL CENTER,6625 HILLWAY CIRCLE,NAPLES,FL,34112,COLLIER,Profit,DAVITA,16,TRUE,8/10/04
102896,7,FLORIDA DIALYSIS CENTER OF ORLANDO LLC,1711 35TH STREET #109,ORLANDO,FL,32839,ORANGE,Profit,AMERICAN RENAL ASSOCIATES,21,TRUE,10/11/10
102784,7,DAVITA MIAMI EAST DIALYSIS,1250 NW 7TH ST STE 106,MIAMI,FL,33125,MIAMI-DADE,Profit,DAVITA,16,TRUE,6/13/01
102586,7,DAVITA GREATER MIAMI DIALYSIS,160 NW 176TH ST #100,MIAMI,FL,33169,MIAMI-DADE,Profit,DAVITA,20,TRUE,12/16/87
102854,7,RENAL CARE PARTNERS OF DELRAY BEACH LLC,15300 JOG ROAD,DELRAY BEACH,FL,33446,PALM BEACH,Profit,RENAL CARE PARTNERS,20,TRUE,11/21/07
102694,7,BMA - AVON PARK,4833 SUN N LAKES BLVD,SEBRING,FL,33872,HIGHLANDS,Profit,FRESENIUS MEDICAL CARE,14,TRUE,2/9/96
102679,7,DAVITA WEST TAMPA DIALYSIS,4515 GEORGE RD SUITE 300,TAMPA,FL,33634,HILLSBOROUGH,Profit,DAVITA,20,TRUE,6/23/95
102612,7,BMA - JACKSONVILLE,1944 ATLANTIC BLVD,JACKSONVILLE,FL,32207,DUVAL,Profit,FRESENIUS MEDICAL CARE,18,TRUE,11/9/88
102865,7,FMC - MACCLENNY,244 NORTH 3RD STREET,MACCLENNY,FL,32063,BAKER,Profit,FRESENIUS MEDICAL CARE,13,TRUE,9/3/08
102727,7,DAVITA SEBASTIAN DIALYSIS,1424 US HWY 1 SUITE C,SEBASTIAN,FL,32958,INDIAN RIVER,Profit,DAVITA,16,TRUE,9/24/97
102518,7,DAVITA WEST FLORIDA DIALYSIS,8333 NORTH DAVIS HIGHWAY,PENSACOLA,FL,32514,ESCAMBIA,Profit,DAVITA,27,TRUE,9/1/76
102314,7,TAMPA GENERAL HOSPITAL ESRD,PEDIATRIC DIALYSIS,TAMPA,FL,33601,HILLSBOROUGH,Non-Profit,INDEPENDENT,7,TRUE,9/1/76
102684,7,BMA - SAINT JOHNS,3132 SAINT JOHNS BLUFF RD S,JACKSONVILLE,FL,32246,DUVAL,Profit,FRESENIUS MEDICAL CARE,24,TRUE,8/11/95
102829,7,DAVITA APOPKA DIALYSIS,640 EXECUTIVE PARK COURT,APOPKA,FL,32703,SEMINOLE,Profit,DAVITA,24,TRUE,3/8/06
102656,7,DAVITA MIAMI CAMPUS DIALYSIS,1951 N.W. 7TH. AVE. SUITE 500,MIAMI,FL,33136,MIAMI-DADE,Profit,DAVITA,32,TRUE,11/5/92
102707,7,DAVITA ORLANDO NORTH DIALYSIS,5135 ADANSON ST STE 700,ORLANDO,FL,32804,ORANGE,Profit,DAVITA,16,TRUE,9/20/96
102848,7,DCI UNIVERSITY OF FLORIDA,3850 NW 83RD STREET STE 101,GAINESVILLE,FL,32606,ALACHUA,Non-Profit,"DIALYSIS CLINIC, INC.",12,TRUE,8/1/07
102646,7,DAVITA BRADENTON DIALYSIS,3501 CORTEZ RD W,BRADENTON,FL,34210,MANATEE,Profit,DAVITA,16,TRUE,5/6/92
102826,7,DIALYSIS CARE CENTER OF DAYTONA,720 CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,VOLUSIA,Profit,FRESENIUS MEDICAL CARE,17,TRUE,11/4/05
102538,7,BRADENTON ARTIFICIAL KIDNEY CENTER,5902 POINTE WEST BLVD,BRADENTON,FL,34209,MANATEE,Profit,FRESENIUS MEDICAL CARE,21,TRUE,1/7/80
102845,7,DAVITA WEST PENSACOLA DIALYSIS CENTER,598 FAIRFIELD DRIVE,PENSACOLA,FL,32506,ESCAMBIA,Profit,DAVITA,16,TRUE,7/6/07
102501,7,FMC - PENSACOLA,1305 W MORENO ST,PENSACOLA,FL,32501,ESCAMBIA,Profit,FRESENIUS MEDICAL CARE,36,TRUE,9/1/76
102790,7,DAVITA PERRY DIALYSIS,118 WEST MAIN,PERRY,FL,32347,TAYLOR,Profit,DAVITA,16,TRUE,2/22/02
102557,7,FMC DIALYSIS SERVICES - SAINT AUGUSTINE,1680 OSCEOLA ELEMENTARY ROAD SUITE B,SAINT AUGUSTINE,FL,32084,SAINT JOHNS,Profit,FRESENIUS MEDICAL CARE,17,TRUE,12/20/82
102805,7,DAVITA EAST FT LAUDERDALE DIALYSIS CENTER,1301 S ANDREWS AVE,FORT LAUDERDALE,FL,33315,BROWARD,Profit,DAVITA,18,TRUE,4/7/04
102749,7,RCG - SACRED HEART - PED DIALYSIS,5151 N 9TH AVE,PENSACOLA,FL,32504,ESCAMBIA,Profit,FRESENIUS MEDICAL CARE,7,TRUE,1/26/99
102883,7,RENAL CAREPARTNERS AT MEMORIAL WEST LLC,601 N FLAMINGO ROAD STE 109,HOLLYWOOD,FL,33028,BROWARD,Profit,RENAL CARE PARTNERS,16,TRUE,7/20/09
102813,7,DAVITA COASTAL KIDNEY CENTER,510 N MCARTHUR AVE,PANAMA CITY,FL,32401,BAY,Profit,DAVITA,28,TRUE,12/13/04
102574,7,RAI CARE CENTERS - FORT PIERCE,2501 OHIO AVE,FORT PIERCE,FL,34950,SAINT LUCIE,Profit,FRESENIUS MEDICAL CARE,25,TRUE,5/10/85
102617,7,DAVITA DELRAY DIALYSIS,2655 W ATLANTIC AVE,DELRAY BEACH,FL,33445,PALM BEACH,Profit,DAVITA,22,TRUE,3/21/89
102775,7,DAVITA ORANGE CITY DIALYSIS,2575 S VOLUSIA AVE #400,ORANGE CITY,FL,32763,VOLUSIA,Profit,DAVITA,16,TRUE,11/30/00
102546,7,FMC - SANFORD,419 E FIRST ST,SANFORD,FL,32771,SEMINOLE,Profit,FRESENIUS MEDICAL CARE,21,TRUE,12/15/80
102774,7,ARA - BOCA RATON DIALYSIS LLC,1905 CLINT MOORE RD STE 211,BOCA RATON,FL,33496,PALM BEACH,Profit,AMERICAN RENAL ASSOCIATES,21,TRUE,9/22/00
102890,7,DAVITA AVE MARIA DIALYSIS,5340 USEPPA DRIVE SUITE 101,AVE MARIA,FL,34142,COLLIER,Profit,DAVITA,16,TRUE,4/20/10
102794,7,ARA - WEST JACKSONVILLE LLC,425 N LEE STREET SUITE 103,JACKSONVILLE,FL,32204,DUVAL,Profit,AMERICAN RENAL ASSOCIATES,29,TRUE,10/30/02
102514,7,DAVITA PANAMA CITY DIALYSIS CENTER,615 HWY 231,PANAMA CITY,FL,32405,BAY,Profit,DAVITA,37,TRUE,9/1/76
102692,7,DAVITA ST AUGUSTINE DIALYSIS,264 SOUTHPARK CIR E,SAINT AUGUSTINE,FL,32086,SAINT JOHNS,Profit,DAVITA,18,TRUE,1/10/96
102754,7,"BRIGHT KIDNEY CARE, LLC",2000 HARTMAN RD,FORT PIERCE,FL,34947,SAINT LUCIE,Profit,AMERICAN RENAL ASSOCIATES,24,TRUE,10/11/99
102872,7,KIDNEY SPA LLC,219 NW 12TH AVE #C4,MIAMI,FL,33128,MIAMI-DADE,Profit,INDEPENDENT,25,TRUE,2/2/09
102737,7,DAVITA FOUR FREEDOMS DIALYSIS,289A SW RANGE AVE,MADISON,FL,32340,MADISON,Profit,DAVITA,14,TRUE,10/5/98
102733,7,DAVITA LAKEWOOD RANCH DIALYSIS,8470 COOPER CREEK BLVD,UNIVERSITY PARK,FL,34201,MANATEE,Profit,DAVITA,12,TRUE,4/6/98
102306,7,MEMORIAL REGIONAL HOSP - PEDIATRIC DIALYSIS,3501 JOHNSON ST,HOLLYWOOD,FL,33021,BROWARD,Non-Profit,INDEPENDENT,7,TRUE,9/1/76
102529,7,PHYSICIANS DIALYSIS TRINITY,9332 STATE ROAD 54,TRINITY,FL,34655,PASCO,Profit,INDEPENDENT,13,TRUE,9/16/78
102888,7,DAVITA GATEWAY DIALYSIS,5705 LEE BLVD #16,LEHIGH ACRES,FL,33971,LEE,Profit,DAVITA,16,TRUE,3/24/10
102581,7,SEMINOLE DIALYSIS CENTER,6450 SEMINOLE BLVD,SEMINOLE,FL,33772,PINELLAS,Profit,INDEPENDENT,17,TRUE,2/5/87
102856,7,FMC - NARANJA,26585 S DIXIE HIGHWAY,HOMESTEAD,FL,33032,MIAMI-DADE,Profit,FRESENIUS MEDICAL CARE,16,TRUE,1/23/08
102767,7,FMC DIALYSIS SERVICES - FT LAUDERDALE,3863 W BROWARD BLVD,FT. LAUDERDALE,FL,33312,BROWARD,Profit,FRESENIUS MEDICAL CARE,21,TRUE,2/9/00
102624,7,DAVITA TALLAHASSEE DIALYSIS,1607 PHYSICIANS DR,TALLAHASSEE,FL,32308,LEON,Profit,DAVITA,27,TRUE,10/1/89
102676,7,BMA - PALATKA,6541 ST JOHN AVE,PALATKA,FL,32177,PUTNAM,Profit,FRESENIUS MEDICAL CARE,27,TRUE,12/16/94
102594,7,RENAL CARE CENTER - WELLINGTON,9835 LAKE WORTH RD STE 13,LAKE WORTH,FL,33467,PALM BEACH,Profit,FRESENIUS MEDICAL CARE,19,TRUE,3/14/88
102602,7,DAVITA HERNANDO KIDNEY CENTER,2985  LANDOVER BLVD,SPRING HILL,FL,34608,HERNANDO,Profit,DAVITA,34,TRUE,6/3/88
102803,7,DAVITA ST PETERSBURG SOUTH DIALYSIS,2850 34TH STREET S,SAINT PETERSBURG,FL,33711,PINELLAS,Profit,DAVITA,20,TRUE,4/9/04
102668,7,BMA - STARKE,444 W MADISON ST,STARKE,FL,32091,BRADFORD,Profit,FRESENIUS MEDICAL CARE,26,TRUE,5/23/94
102772,7,DAVITA ORLANDO HOME TRAINING DIALYSIS,116 STURTEVANT ST STE 2,ORLANDO,FL,32806,ORANGE,Profit,DAVITA,4,FALSE,8/30/00
102834,7,DAVITA HIALEAH ARTIFICIAL KIDNEY CENTER,8524 NW 103RD ST,HIALEAH,FL,33016,MIAMI-DADE,Profit,DAVITA,16,TRUE,6/26/06
102718,7,DAVITA SOUTH BEACH DIALYSIS,1711 ALTON ROAD,MIAMI BEACH,FL,33139,MIAMI-DADE,Profit,DAVITA,20,TRUE,1/1/97
