State,Code,Type,Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Maryland,BWI5,SC,"5501 Holabird Avenue"," Baltimore",MD,21224,39.271821,-76.547055,1,range_interpolation,5501,"Holabird Ave",,,Baltimore,MD,"Baltimore city",21224,US,"TIGER/Line® dataset from the US Census Bureau"
Maryland,MDT2,FC,"600 Principio Parkway West"," North East",MD,21901-2914,39.594857,-76.003156,1,rooftop,600,"Principio Pkwy W",,,"North East",MD,"Cecil County",21901,US,Cecil
Maryland,DCA1,FC,"1700 Sparrows Point Blvd",Dundalk,MD,21219,39.222497,-76.469091,0.7,range_interpolation,1700,"State Hwy 151",,,"Sparrows Point",MD,"Baltimore County",21219,US,"TIGER/Line® dataset from the US Census Bureau"
Maryland,DCA6,FC,"6001 Bethlehem Blvd",Edgemere,MD,21219,39.236049,-76.491877,0.78,nearest_rooftop_match,6021,"Bethlehem Blvd",,,"Sparrows Point",MD,"Baltimore County",21219,US,Baltimore
Maryland,XUSP/HBA1,FC,"1100 Woodley Rd",Aberdeen,MD,21001,39.499909,-76.231177,0.33,place,,,,,Aberdeen,MD,"Harford County",21001,US,"TIGER/Line® dataset from the US Census Bureau"
Maryland,HSE1,FC,"13905 Crayton Blvd",Hagerstown,MD,21742,39.689684,-77.730422,0.6,street_center,,"Crayton Blvd",,,Hagerstown,MD,"Washington County",21742,US,"TIGER/Line® dataset from the US Census Bureau"
Maryland,MTN9,FC,"5300 Nottingham Dr","White Marsh",MD,21236,39.374967,-76.446844,1,rooftop,5300,"Nottingham Dr",,,Nottingham,MD,"Baltimore County",21236,US,Statewide
Massachusetts,BOS5,SC,"1000 Tech Center Drive"," Stoughton",MA,02072,42.118416,-71.105733,0.33,place,,,,,Stoughton,MA,"Norfolk County",02072,US,"TIGER/Line® dataset from the US Census Bureau"
Massachusetts,BOS7,FC,"1180 Innovation Way"," Fall River",MA,02722,41.761721,-71.099637,0.9,rooftop,1180,"Innovation Way",,,"Fall River",MA,"Bristol County",02720,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Massachusetts,,FC,"1600 Osgood St","North Andover",MA,01845,42.730998,-71.116361,1,rooftop,1600,"Osgood St",,,"North Andover",MA,"Essex County",01845,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
Michigan,DTW5,SC,"19991 Brownstown Center Dr"," Brownstown Charter Twp",MI,48183,42.159635,-83.238271,1,rooftop,19991,"Brownstown Center Dr",,,Trenton,MI,"Wayne County",48183,US,Semcog
Michigan,DET1,FC,"39000 Amrhein Rd"," Livonia",MI,48150,42.374408,-83.428342,1,range_interpolation,39000,"Amrhein Rd",,,Livonia,MI,"Wayne County",48150,US,"TIGER/Line® dataset from the US Census Bureau"
Michigan,DET2,FC,"50500 Mound Rd","Shelby Township",MI,48317,42.666239,-83.049924,1,rooftop,50500,"Mound Rd",,,"Shelby Township",MI,"Macomb County",48317,US,Macomb
Michigan,DTW1,FC,"32801 Ecorse Rd",Romulus,MI,48174,42.252684,-83.362027,1,range_interpolation,32801,"Ecorse Rd",,,Romulus,MI,"Wayne County",48174,US,"TIGER/Line® dataset from the US Census Bureau"
Michigan,GRR1,FC,"4500 68th St SE",Caledonia,MI,49316,42.839779,-85.550942,1,rooftop,4500,"68th St SE",,,Caledonia,MI,"Kent County",49316,US,Kent
Michigan,,FC,"1200 Featherstone Rd",Pontiac,MI,48342,42.642572,-83.255793,1,rooftop,1200,"Featherstone Rd",,,Pontiac,MI,"Oakland County",48342,US,Semcog
Michigan,"FBA Prep Service",,,Oxford,MI,,42.840328,-83.200206,1,place,,,,,Oxford,MI,"Oakland County",48370,US,"TIGER/Line® dataset from the US Census Bureau"
Michigan,"FBA Prep Service",,,Lapeer,MI,,43.121459,-83.319558,1,place,,,,,Lapeer,MI,"Lapeer County",48446,US,"TIGER/Line® dataset from the US Census Bureau"
Minnesota,MSP1,FC,"2601 4th Avenue East"," Shakopee",MN,55379,44.800616,-93.488595,1,rooftop,2601,"4th Ave E",,,Shakopee,MN,"Scott County",55379,US,Scott
Minnesota,MSP5,SC,"5825 11th Avenue East"," Shakopee",MN,55379,44.78835,-93.442779,1,rooftop,5825,"11th Ave E",,,Shakopee,MN,"Scott County",55379,US,Scott
Missouri,STL8,FC,"4000 Premier Pkwy","St Peters",MO,63376,38.810592,-90.574254,1,rooftop,4000,"Premier Pkwy",,,"Saint Peters",MO,"St. Charles County",63376,US,"St Charles"
Mississippi,MEM2,FC,"191 Norfolk Southern Way",Byhalia,MS,38611,34.87232,-89.69064,0.33,place,,,,,Byhalia,MS,"Marshall County",38611,US,"TIGER/Line® dataset from the US Census Bureau"
Mississippi,MEM6,FC,"11505 Progress Way","Olive Branch",MS,38654,34.921172,-89.869062,0.33,place,,,,,"Olive Branch",MS,"DeSoto County",38654,US,"TIGER/Line® dataset from the US Census Bureau"
Mississippi,PIL1,FC,"1615 Commerce Parkway N","Horn Lake",MS,38637,34.950609,-90.03355,0.33,place,,,,,"Horn Lake",MS,"DeSoto County",38637,US,"TIGER/Line® dataset from the US Census Bureau"
Nevada,RNO4,FC,"8000 North Virginia Street"," Reno",NV,89506,39.603302,-119.847666,1,rooftop,8000,"N Virginia St",,,Reno,NV,"Washoe County",89506,US,Washoe
Nevada,LAS2,FC,"3837 Bay Lake Trail #113","Las Vegas",NV,,36.2287,-115.105324,1,rooftop,3837,"Bay Lake Trl",Ste,113,"North Las Vegas",NV,"Clark County",89030,US,"Las Vegas"
Nevada,LAS6,FC,"4550 Nexus Way"," North Las Vegas",NV,89115,36.266973,-115.074197,1,rooftop,4550,"Nexus Way",,,"Las Vegas",NV,"Clark County",89115,US,"Las Vegas"
Nevada,RNO1,FC,"1600 East Newlands Dr.",Fernley,NV,89408,39.610927,-119.19277,1,range_interpolation,1600,"E Newlands Dr",,,Fernley,NV,"Lyon County",89408,US,"TIGER/Line® dataset from the US Census Bureau"
Nevada,RNO2,FC,"8000 North Virginia Street"," Reno",NV,85906,39.603302,-119.847666,0.9,rooftop,8000,"N Virginia St",,,Reno,NV,"Washoe County",89506,US,Washoe
Nevada,LAS7,FC,"6001 E Tropical Parkway","North Las Vega",NV,89115,36.269357,-115.030218,0.6,street_center,,"E Tropical Pkwy",,,"Las Vegas",NV,"Clark County",89115,US,"TIGER/Line® dataset from the US Census Bureau"
Nevada,LAS8,FC,"5801 N Nicco Way","Las Vegas",NV,89115,36.267813,-115.049015,0.8,rooftop,5801,"Nicco Way",,,"Nellis Afb",NV,"Clark County",89191,US,Clark
Nevada,IVSE,FC,"2951 Marion Dr #101","North Las Vega",NV,89115,36.213534,-115.073432,1,rooftop,2951,"Marion Dr",Unit,101,"Las Vegas",NV,"Clark County",89115,US,"Las Vegas"
Nevada,IVSF,FC,"2921 Marion Dr #109","North Las Vega",NV,89115,36.212803,-115.071288,1,range_interpolation,2921,"Marion Dr",#,109,"Las Vegas",NV,"Clark County",89115,US,"TIGER/Line® dataset from the US Census Bureau"
"New Hampshire",BOS1,FC,"10 State Street"," Nashua",NH,03063,42.791974,-71.529443,1,rooftop,10,"State St",,,Nashua,NH,"Hillsborough County",03063,US,"City of Nashua"
"New Hampshire","FBA Prep Service",,,Claremont,NH,,43.37674,-72.34676,1,place,,,,,Claremont,NH,"Sullivan County",03743,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",ACY5,SC,"2277 Center Square Road"," Swedesboro",NJ,,39.75274,-75.318049,1,place,,,,,Swedesboro,NJ,"Gloucester County",08085,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",EWR4,FC,"50 New Canton Way"," Robbinsville",NJ,08691,40.195609,-74.565267,1,rooftop,50,"New Canton Way",,,Robbinsville,NJ,"Mercer County",08691,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",EWR5,SC,"301 Blair Road #100"," Avenel",NJ,07001,40.573149,-74.25829,1,range_interpolation,301,"Blair Rd",Ste,100,Avenel,NJ,"Middlesex County",07001,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",EWR6,FC,"275 Omar Avenue"," Avenel",NJ,07001,40.582619,-74.257478,1,rooftop,275,"Omar Ave",,,Avenel,NJ,"Middlesex County",07001,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",EWR7,FC,"275 Omar Avenue"," Avenel",NJ,07001,40.582619,-74.257478,1,rooftop,275,"Omar Ave",,,Avenel,NJ,"Middlesex County",07001,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",EWR9,FC,"8003 Industrial Avenue"," Carteret",NJ,07008,40.596692,-74.226742,1,rooftop,8003,"Industrial Ave",,,Carteret,NJ,"Middlesex County",07008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",LGA7,FC,"380 Middlesex Avenue"," Carteret",NJ,07008,40.564059,-74.221066,1,rooftop,380,"Middlesex Ave",,,Carteret,NJ,"Middlesex County",07008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",LGA8,FC,"380 Middlesex Avenue"," Carteret",NJ,07008,40.564059,-74.221066,1,rooftop,380,"Middlesex Ave",,,Carteret,NJ,"Middlesex County",07008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",LGA6,FC,"8003 Industrial Ave. ",Carteret,NJ,07008,40.596692,-74.226742,1,rooftop,8003,"Industrial Ave",,,Carteret,NJ,"Middlesex County",07008,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",LGA9,FC,"2170 State Route 27"," Edison",NJ,08817-3332,40.529204,-74.382838,1,rooftop,2170,"Lincoln Hwy",,,Edison,NJ,"Middlesex County",08817,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",TEB3,FC,"2651 Oldmans Creek Rd"," Swedesboro",NJ,,39.714562,-75.335813,0.6,street_center,,"Pedricktown Harrisonville Rd",,,Swedesboro,NJ,"Gloucester County",08085,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",TEB6,FC,"22 Highstown-Cranbury Station Road"," Cranbury Township",NJ,08512,40.323116,-74.516597,0.33,place,,,,,Cranbury,NJ,"Middlesex County",08512,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",ABE8,FC,"309 Cedar Lane"," Florence Township",NJ,08518,40.11803,-74.795966,0.87,range_interpolation,309,"Cedar St",,,Florence,NJ,"Burlington County",08518,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",EWR8,FC,"698 US-46"," Teterboro",NJ,07608,40.862529,-74.06002,1,range_interpolation,698,"US Rte 46",,,Teterboro,NJ,"Bergen County",07608,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",LGA5/HNE1,FC,"2205 State Route 27"," Edison",NJ,08817-3332,40.533251,-74.382064,1,rooftop,2205,"Lincoln Hwy",,,Edison,NJ,"Middlesex County",08817,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",ACY1,FC,"240 Mantua Grove Rd","West Deptford",NJ,08066,39.827613,-75.220539,1,range_interpolation,240,"Mantua Grove Rd",,,"West Deptford",NJ,"Gloucester County",08066,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",ACY2,FC,"1101 E Pearl St",Burlington,NJ,08016,40.083944,-74.84171,1,rooftop,1101,"E Pearl St",,,Burlington,NJ,"Burlington County",08016,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",TTN2,FC,"343 Half Acre Rd","Cranbury Township",NJ,08512,40.3156,-74.501031,1,range_interpolation,343,"Half Acre Rd",,,Cranbury,NJ,"Middlesex County",08512,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey",IVSC,FC,"1225 Forest Pkwy","West Deptford",NJ,08066,39.828875,-75.213163,1,rooftop,1225,"Forest Pkwy",,,Paulsboro,NJ,"Gloucester County",08066,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",IVSD,FC,"800 Arlington Blvd",Swedesboro,NJ,08085,39.773677,-75.340142,1,rooftop,800,"Arlington Blvd",,,Swedesboro,NJ,"Gloucester County",08085,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey",XUSQ,FC,"152 Route 206",Hillsborough,NJ,08844,40.537374,-74.623716,1,rooftop,152,"US Highway 206",,,Hillsborough,NJ,"Somerset County",08844,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"New Jersey","FBA Prep Service",,,"West Orange",NJ,,40.789944,-74.22719,1,place,,,,,"West Orange",NJ,"Essex County",07052,US,"TIGER/Line® dataset from the US Census Bureau"
"New Jersey","FBA Prep Service",,,"East Hanover",NJ,,40.816349,-74.367747,1,place,,,,,"East Hanover",NJ,"Morris County",07936,US,"TIGER/Line® dataset from the US Census Bureau"
"New Mexico",,FC,"12945 Comfort Way NW",Albuquerue,NM,87121,35.07343,-106.797768,0.74,nearest_rooftop_match,12907,"Comfort Way NW",,,Albuquerque,NM,"Bernalillo County",87121,US,Albuquerque
"New York",BUF5,SC,"4201 Walden Avenue"," Lancaster",NY,14086,42.921329,-78.62462,1,rooftop,4201,"Walden Ave",,,Lancaster,NY,"Erie County",14086,US,Erie
"New York",JFK8/DYY6,FC,"566 Gulf Ave","Staten Island",NY,10314,40.615876,-74.188077,1,rooftop,566,"Gulf Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
"New York",ALB1,FC,"1835 US 9",Schodack,NY,12033,42.538505,-73.678308,0.9,range_interpolation,1835,"Us Hwy 9",,,Castleton-On-Hudson,NY,"Rensselaer County",12033,US,"TIGER/Line® dataset from the US Census Bureau"
"New York","FBA Prep Service",,,Newburgh,NY,,41.539574,-74.057223,1,place,,,,,Newburgh,NY,"Orange County",12550,US,"TIGER/Line® dataset from the US Census Bureau"
"North Carolina",CLT5,SC,"1745 Derita Road"," Concord",NC,28027,35.389719,-80.718882,1,range_interpolation,1745,"Derita Rd",,,Concord,NC,"Cabarrus County",28027,US,"TIGER/Line® dataset from the US Census Bureau"
"North Carolina",RDU5,SC,"1805 TW Alexander Drive"," Durham",NC,27703,35.923119,-78.831287,1,rooftop,1805,"T W Alexander Dr",,,Durham,NC,"Durham County",27703,US,Durham
"North Carolina",CLT2,FC,"10240 Old Dowd Rd"," Charlotte",NC,28214,35.245937,-80.996746,1,rooftop,10240,"Old Dowd Rd",,,Charlotte,NC,"Mecklenburg County",28214,US,Mecklenburg
"North Carolina","FBA Prep Service",,,Newport,NC,,34.766818,-76.878174,1,place,,,,,Newport,NC,"Carteret County",28570,US,"TIGER/Line® dataset from the US Census Bureau"
"North Carloina",CLT3,FC,"6500 Davidson Hwy",Concord,NC,28027,35.437409,-80.686778,1,rooftop,6500,"Davidson Hwy",,,Concord,NC,"Cabarrus County",28027,US,Cabarrus
"North Carloina",CLT4,FC,"8000 Tuckaseegee Rd",Charlotte,NC,28214,35.244875,-80.964169,1,rooftop,8000,"Tuckaseegee Rd",,,Charlotte,NC,"Mecklenburg County",28214,US,Mecklenburg
"North Carloina",CLT9,FC,"3620 Reeves Ridge Rd",Charlotte,NC,28214,35.261079,-80.984199,1,rooftop,3620,"Reeves Ridge Dr",,,Charlotte,NC,"Mecklenburg County",28214,US,Mecklenburg
"North Carloina",GSO1,FC,"1656 Old Greensboro",Kernersville,NC,27284,36.105977,-80.021115,1,rooftop,1656,"Old Greensboro Rd",,,Kernersville,NC,"Guilford County",27284,US,Forsyth
"North Carloina",RDU1,FC,"4851 Jones Sausage Rd",Garner,NC,27529,35.714803,-78.586903,1,rooftop,4851,"Jones Sausage Rd",,,Garner,NC,"Wake County",27529,US,Wake
Ohio,CLE2,FC,"21500 Emery Road","North Randall",OH,44128,41.434977,-81.529829,1,range_interpolation,21500,"Emery Rd",,,Cleveland,OH,"Cuyahoga County",44128,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,CLE3,FC,"1155 Babbitt Rd",Euclid,OH,44132,41.592984,-81.511803,1,range_interpolation,1155,"Babbitt Rd",,,Euclid,OH,"Cuyahoga County",44132,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,CMH2,FC,"6050 Gateway Court",Groveport,OH,43125,39.848553,-82.932182,1,rooftop,6050,"Gateway Ct",,,Groveport,OH,"Franklin County",43125,US,"City of Columbus"
Ohio,CMH3,FC,"700 Gateway Blvd",Monroe,OH,45050,39.448492,-84.374549,0.33,place,,,,,Monroe,OH,"Butler County",45050,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,CMH4,FC,"1550 W Main St","West Jefferson",OH,43162,39.942941,-83.297807,0.9,range_interpolation,1550,"W Main St",,,"West Jefferson",OH,"Madison County",43162,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,CMH6/HCM1,FC,"3538 TradePort Court",Lockbourne,OH,43137,39.78233,-82.947827,1,rooftop,3538,"Tradeport Ct",,,Lockbourne,OH,"Pickaway County",43137,US,Pickaway
Ohio,PCW1,FC,"27400 Crossroads Parkway",Rossford,OH,43460,41.550393,-83.583066,0.66,nearest_rooftop_match,27430,"Crossroads Pkwy",,,Perrysburg,OH,"Wood County",43551,US,"City of Perrysburg"
Ohio,AKC1,FC,"2400 Romig Rd",Akron,OH,44320,41.049481,-81.58315,1,rooftop,2400,"Romig Rd",,,Akron,OH,"Summit County",44320,US,Summit
Ohio,POH1,FC,"3880 Groveport Rd",Obetz,OH,43207,39.887341,-82.953426,1,rooftop,3880,"Groveport Rd",,,Obetz,OH,"Franklin County",43207,US,Franklin
Ohio,POH2,FC,"1901 Beggrow St",Lockbourne,OH,43137,39.83768,-82.948884,1,rooftop,1901,"Beggrow St",,,Lockbourne,OH,"Franklin County",43137,US,"City of Columbus"
Ohio,CLE5,SC,"8685 Independence Parkway"," Twinsburg",OH,44087,41.305756,-81.467369,1,rooftop,8685,"Independence Pkwy",,,Twinsburg,OH,"Summit County",44087,US,Summit
Ohio,CMH1,FC,"11903 National Road SW"," Etna",OH,43062,39.956792,-82.709619,1,range_interpolation,11903,"National Rd SW",,,Etna,OH,"Licking County",43062,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,CMH2,FC,"2700 Rohr Road"," Groveport",OH,43125,39.843306,-82.930051,1,rooftop,2700,"Rohr Rd",,,Groveport,OH,"Franklin County",43125,US,Franklin
Ohio,"FBA Prep Service",,,Geneva,OH,,41.7769,-80.949898,1,place,,,,,Geneva,OH,"Ashtabula County",44041,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,"FBA Prep Service",,,Dayton,OH,,39.750471,-84.268593,1,place,,,,,Dayton,OH,"Montgomery County",45401,US,"TIGER/Line® dataset from the US Census Bureau"
Ohio,"FBA Prep Service",,,Cincinnati,OH,,39.166759,-84.53822,1,place,,,,,Cincinnati,OH,"Hamilton County",45201,US,"TIGER/Line® dataset from the US Census Bureau"
Oklahoma,TUL2,FC,"4040 N 125th East Ave",Tulsa,OK,74116,36.104984,-95.837809,0.6,range_interpolation,4040,"S 125th East Ave",,,Tulsa,OK,"Tulsa County",74146,US,"TIGER/Line® dataset from the US Census Bureau"
Oklahoma,OKC1,FC,"9201 S Portland Ave","Oklahoma City",OK,73159,35.374806,-97.581178,1,rooftop,9201,"S Portland Ave",,,"Oklahoma City",OK,"Cleveland County",73159,US,Oklahoma
Oregon,PDX5,SC,"5647 NE Huffman St"," Hillsboro",OR,97124,45.558935,-122.919637,1,rooftop,5647,"NE Huffman St",,,Hillsboro,OR,"Washington County",97124,US,Washington
Oregon,"FBA Prep Service",unnamed,,Hillsboro,OR,,45.458397,-122.977963,1,place,,,,,Hillsboro,OR,"Washington County",97123,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,"FBA Prep Service",,,Eugene,OR,,44.067988,-123.080181,1,place,,,,,Eugene,OR,"Lane County",97401,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,"FBA Prep Service",,,Eugene,OR,,44.067988,-123.080181,1,place,,,,,Eugene,OR,"Lane County",97401,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,"FBA Prep Service",,,Hillsboro,OR,,45.458397,-122.977963,1,place,,,,,Hillsboro,OR,"Washington County",97123,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,AVP1,FC,"550 Oak Ridge Road"," Hazleton",PA,18202,40.924319,-76.080888,1,range_interpolation,550,"Oak Ridge Rd",,,"Hazle Township",PA,"Luzerne County",18202,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,AVP6,FC,"1 Commerce Road"," Pittston",PA,18640,41.327147,-75.724516,1,range_interpolation,1,"Commerce Rd",,,Pittston,PA,"Luzerne County",18640,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,AVP8,FC,"250 Enterprise Way"," Pittston",PA,18640,41.29823,-75.738725,0.33,place,,,,,Pittston,PA,"Luzerne County",18640,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,ABE2,FC,"705 Boulder Drive"," Breinigsville",PA,18031,40.557833,-75.614972,0.8,rooftop,705,"Boulder Dr",,,Trexlertown,PA,"Lehigh County",18087,US,Lehigh
Pennsylvania,ABE3,FC,"650 Boulder Drive"," Breinigsville",PA,18031,40.556358,-75.62176,1,rooftop,650,"Boulder Dr",,,Breinigsville,PA,"Lehigh County",18031,US,Lehigh
Pennsylvania,ABE4,FC,"1610 Van Buren Rd."," Easton",PA,18045-1707,40.740572,-75.277277,1,rooftop,1610,"Van Buren Rd",,,Easton,PA,"Northampton County",18045,US,Northampton
Pennsylvania,ABE5,FC,"6455 Allentown Boulevard"," Harrisburg",PA,17112,40.324852,-76.773074,1,rooftop,6455,"Allentown Blvd",,,Harrisburg,PA,"Dauphin County",17112,US,Dauphin
Pennsylvania,MDT1,FC,"2 Ames Drive"," Carlisle",PA,17015,40.16661,-77.241492,1,rooftop,2,"Ames Dr",,,Carlisle,PA,"Cumberland County",17015,US,Cumberland
Pennsylvania,PHL4,FC,"21 Roadway Drive"," Carlisle",PA,17015,40.227298,-77.114515,1,rooftop,21,"Roadway Dr",,,Carlisle,PA,"Cumberland County",17015,US,Cumberland
Pennsylvania,PHL5,FC,"500 McCarthy Drive"," Lewisberry",PA,17339,40.17159,-76.836761,1,rooftop,500,"McCarthy Dr",,,Lewisberry,PA,"York County",17339,US,York
Pennsylvania,PHL6,FC,"675 Allen Road"," Carlisle",PA,17015,40.174981,-77.231622,1,rooftop,675,"Allen Rd",,,Carlisle,PA,"Cumberland County",17015,US,Cumberland
Pennsylvania,PIT5,SC,"2250 Roswell Drive"," Pittsburgh",PA,15205,40.444708,-80.082824,1,rooftop,2250,"Roswell Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
Pennsylvania,XUSC,FC,"40 Logistics Drive"," Carlisle",PA,17013,40.188967,-77.22562,1,rooftop,40,"Logistics Dr",,,Carlisle,PA,"Cumberland County",17013,US,Cumberland
Pennsylvania,AVP2/3,FC,"298 1st Ave"," Gouldsboro",PA,18424,41.274588,-75.500069,1,rooftop,298,"1st Ave",,,Gouldsboro,PA,"Lackawanna County",18424,US,Lackawanna
Pennsylvania,PHL9,FC,"2 Ames Drive"," Carlisle",PA,17015,40.16661,-77.241492,1,rooftop,2,"Ames Dr",,,Carlisle,PA,"Cumberland County",17015,US,Cumberland
Pennsylvania,PIT1,,"2250 Roswell Drive"," Pittsburgh",PA,15205,40.444708,-80.082824,1,rooftop,2250,"Roswell Dr",,,Pittsburgh,PA,"Allegheny County",15205,US,Allegheny
Pennsylvania,ABE5,FC,"2455 Boulevard of the Generals",Norristown,PA,19403,40.124608,-75.397217,1,rooftop,2455,"Boul Of The Generals",,,Norristown,PA,"Montgomery County",19403,US,Montgomery
Pennsylvania,XUSG,FC,"9645 West Hills Ct",Kutztown,PA,19530,40.585691,-75.700284,1,rooftop,9645,"W Hills Ct",,,Kutztown,PA,"Lehigh County",19530,US,Lehigh
Pennsylvania,PIT2,FC,"1200 Westport Rd","Findlay Township",PA,15126,40.450698,-80.316173,1,rooftop,1200,"Westport Rd",,,Imperial,PA,"Allegheny County",15126,US,Allegheny
Pennsylvania,PPA1,FC,"545 Oak Hill Rd",Mountaintop,PA,18707,41.132155,-75.88836,1,range_interpolation,545,"Oak Hill Rd",,,"Mountain Top",PA,"Luzerne County",18707,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,TEN1,FC,"1002 Patriot Pkwy",Reading,PA,19605,40.374852,-75.9461,1,rooftop,1002,"Patriot Py",,,Reading,PA,"Berks County",19605,US,Berks
Pennsylvania,RDG1,FC,"3563 Mountain Rd",Hamburg,PA,19526,40.521322,-76.102407,1,rooftop,3563,"Mountain Rd",,,Hamburg,PA,"Berks County",19526,US,Berks
"South Carolina",CAE1,FC,"4400 12th Street Extension"," West Columbia",SC,29172,33.911125,-81.04912,1,rooftop,4400,"12th Street Ext",,,"West Columbia",SC,"Lexington County",29172,US,Lexington
"South Carolina",GSP1,FC,"402 John Dodd Road"," Spartanburg",SC,29303-6312,35.009142,-82.028872,1,range_interpolation,402,"John Dodd Rd",,,Spartanburg,SC,"Spartanburg County",29303,US,"TIGER/Line® dataset from the US Census Bureau"
"South Carolina",XUSU,FC,"845 Paragon Way","Rock Hill",SC,29730,34.962061,-80.973315,1,rooftop,845,"Paragon Way",,,"Rock Hill",SC,"York County",29730,US,"City of Rock Hill"
"South Carolina",CAE3,FC,"222 Old Wire Rd","West Columbia",SC,29172,33.894502,-81.042806,1,rooftop,222,"Old Wire Rd",,,"West Columbia",SC,"Lexington County",29172,US,Lexington
Tennessee,BNA1,FC,"14840 Central Pike"," Lebanon",TN,37090,36.132693,-86.405225,1,range_interpolation,14840,"Central Pike",,,Lebanon,TN,"Wilson County",37090,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,BNA2,FC,"500 Duke Drive"," Lebanon",TN,37090,36.118774,-86.409988,0.8,rooftop,500,"Duke Dr",,,"Mount Juliet",TN,"Wilson County",37122,US,Statewide
Tennessee,BNA3,FC,"2020 Joe B Jackson Parkway"," Murfreesboro",TN,37127,35.778115,-86.363673,1,rooftop,2020,"Joe B Jackson Pkwy",,,Murfreesboro,TN,"Rutherford County",37127,US,"City of Murfreesboro"
Tennessee,BNA5,SC,"50 Airways Blvd"," Nashville",TN,37217,36.127774,-86.691736,1,range_interpolation,50,"Airways Blvd",,,Nashville,TN,"Davidson County",37217,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,CHA1,FC,"7200 Discovery Drive"," Chattanooga",TN,37416,35.068587,-85.142778,1,rooftop,7200,"Discovery Dr",,,Chattanooga,TN,"Hamilton County",37416,US,"City of Chattanooga"
Tennessee,CHA2,FC,"225 Infinity Drive NW"," Charleston",TN,37310,35.224608,-84.717221,0.33,place,,,,,Charleston,TN,"Bradley County",37310,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,MEM4,FC,"4055 New Allen Rd",Raliegh,TN,38128,35.221478,-89.956313,1,range_interpolation,4055,"New Allen Rd",,,Memphis,TN,"Shelby County",38128,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,RAD1,FC,"3818 Logistics Way",Antioch,TN,37013,36.036032,-86.645598,0.33,place,,,,,Antioch,TN,"Davidson County",37013,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,DFW1,FC,"2700 Regent Boulevard"," DFW Airport",TX,75261,32.932083,-97.026254,0.8,rooftop,2700,"Regent Blvd",,,Irving,TX,"Dallas County",75063,US,Dallas
